idsensore,nometiposensore,unitamisura,idstazione,nomestazione,quota,provincia,comune,storico,datastart,datastop,utm_nord,utm_est,lat,lng,location
5507,Biossido di Azoto,µg/m³,504,Sesto San Giovanni v. Cesare da Sesto,139.0,MI,Sesto San Giovanni,N,1980-12-18T00:00:00.000,,5042386,518435,45.53476819,9.23610903,POINT (9.23610903 45.53476819)
10106,Ossidi di Azoto,µg/m³,698,Ceneselli v. Moro,13.0,RO,Ceneselli,S,2006-11-29T00:00:00.000,2017-01-01T00:00:00.000,4987161,686934,45.013458,11.372581,POINT (11.372581 45.013458)
6857,Ozono,µg/m³,660,Ospitaletto v. XXV aprile,155.0,BS,Ospitaletto,S,2000-06-29T00:00:00.000,2004-02-25T00:00:00.000,5044985,584681,45.55325867,10.08492175,POINT (10.08492175 45.55325867)
12611,Benzo(a)pirene,ng/m³,546,Magenta v. F. Turati,137.0,MI,Magenta,N,2008-04-15T00:00:00.000,,5034328,490635,45.46242074,8.88021388,POINT (8.88021388 45.46242074)
9900,Ozono,µg/m³,508,Cassano d'Adda v.di Vona,133.0,MI,Cassano d'Adda,S,2005-12-01T00:00:00.000,2018-01-01T00:00:00.000,5040847,540004,45.52000944,9.51223153,POINT (9.51223153 45.52000944)
20862,BlackCarbon,µg/m³,569,Sondrio v.Mazzini,307.0,SO,Sondrio,N,2025-06-26T00:00:00.000,,5113078,567173,46.16797103,9.87014581,POINT (9.87014581 46.16797103)
5787,Monossido di Carbonio,mg/m³,589,Nembro v.Locatelli,309.0,BG,Nembro,S,1994-12-01T00:00:00.000,2007-03-14T00:00:00.000,5065779,559162,45.74304147,9.76054592,POINT (9.76054592 45.74304147)
5854,Monossido di Carbonio,mg/m³,552,Varese v.Vidoletti,425.0,VA,Varese,S,1991-12-23T00:00:00.000,2012-01-04T00:00:00.000,5075945,484773,45.83690178,8.80393513,POINT (8.80393513 45.83690178)
12694,Benzo(a)pirene,ng/m³,560,Varese v.Copelli,383.0,VA,Varese,N,2008-04-02T00:00:00.000,,5073728,486035,45.8169745,8.82024911,POINT (8.82024911 45.8169745)
12590,Cadmio,ng/m³,669,Brescia Villaggio Sereno,70.0,BS,Brescia,N,2008-04-01T00:00:00.000,,5040636,593101,45.51306214,10.19190606,POINT (10.19190606 45.51306214)
5630,Biossido di Zolfo,µg/m³,531,Pioltello Limito,114.0,MI,Pioltello,S,1989-05-07T00:00:00.000,,5036730,525583,45.48363242,9.32736196,POINT (9.32736196 45.48363242)
17086,Piombo,ng/m³,569,Sondrio v.Mazzini,307.0,SO,Sondrio,S,2008-04-01T00:00:00.000,2011-12-26T00:00:00.000,5113078,567173,46.16797103,9.87014581,POINT (9.87014581 46.16797103)
9873,Particelle sospese PM2.5,µg/m³,554,Saronno v.Santuario,212.0,VA,Saronno,N,2005-12-11T00:00:00.000,,5052646,502058,45.62735705,9.02640138,POINT (9.02640138 45.62735705)
10286,Biossido di Azoto,µg/m³,706,Lecco v.Sora,272.0,LC,Lecco,N,2007-06-27T00:00:00.000,,5078987,531045,45.86375372,9.39995481,POINT (9.39995481 45.86375372)
5746,Ozono,µg/m³,557,Lonate Pozzolo v.Veneto,204.0,VA,Lonate Pozzolo,S,1996-12-13T00:00:00.000,2005-08-17T00:00:00.000,5048975,479783,45.59402776,8.74080297,POINT (8.74080297 45.59402776)
12674,Arsenico,ng/m³,1264,Sondrio v.Paribelli,290.0,SO,Sondrio,N,2008-04-01T00:00:00.000,,5113073,567873,46.16785664,9.87921169,POINT (9.87921169 46.16785664)
6652,Particolato Totale Sospeso,µg/m³,571,Bormio v.Monte Braulio,1225.0,SO,Bormio,S,1993-11-01T00:00:00.000,2003-04-16T00:00:00.000,5147136,605598,46.46952397,10.37543275,POINT (10.37543275 46.46952397)
5689,Biossido di Zolfo,µg/m³,607,Abbadia Cerreto v. Fanfulla,64.0,LO,Abbadia Cerreto,S,2000-01-13T00:00:00.000,2008-04-11T00:00:00.000,5017500,545920,45.30950506,9.58580022,POINT (9.58580022 45.30950506)
6390,Ossidi di Azoto,µg/m³,556,Gallarate  P.zza S.Lorenzo,240.0,VA,Gallarate,S,1991-06-26T00:00:00.000,2018-07-30T00:00:00.000,5056010,484229,45.65746297,8.79757739,POINT (8.79757739 45.65746297)
20565,PM10 (SM2005),µg/m³,584,Bergamo v.Garibaldi,249.0,BG,Bergamo,N,2008-12-19T00:00:00.000,,5060449,551482,45.69568669,9.66126061,POINT (9.66126061 45.69568669)
6252,Ossidi di Azoto,µg/m³,576,Merate v. Madonna di Loreto,279.0,LC,Merate,N,1991-01-01T00:00:00.000,,5060569,531623,45.69795956,9.40619194,POINT (9.40619194 45.69795956)
20427,Biossido di Zolfo,µg/m³,683,Cassano d'Adda 2-v.Milano,133.0,MI,Cassano d'Adda,S,2017-12-20T00:00:00.000,,5041567,540293,45.52647322,9.515991,POINT (9.515991 45.52647322)
5959,Biossido di Zolfo,µg/m³,629,Crema v.XI febbraio,79.0,CR,Crema,S,1992-11-01T00:00:00.000,2022-12-31T00:00:00.000,5023885,555127,45.36631075,9.70395139,POINT (9.70395139 45.36631075)
29001,BlackCarbon,µg/m³,501,Milano v.Marche,129.0,MI,Milano,S,2013-05-27T00:00:00.000,2015-05-28T00:00:00.000,5038105,514918,45.49631883,9.19093444,POINT (9.19093444 45.49631883)
10452,Biossido di Azoto,µg/m³,1265,Lodi S.Alberto,76.0,LO,Lodi,N,2009-08-03T00:00:00.000,,5016706,538829,45.30278678,9.49528589,POINT (9.49528589 45.30278678)
5639,Biossido di Zolfo,µg/m³,509,Rivolta d'Adda v.Beccaria,101.0,CR,Rivolta d'Adda,S,1984-12-14T00:00:00.000,2008-06-12T00:00:00.000,5035130,539972,45.46855439,9.51135561,POINT (9.51135561 45.46855439)
5556,Biossido di Azoto,µg/m³,553,Saronno v.Marconi,211.0,VA,Saronno,S,1993-06-23T00:00:00.000,2003-12-03T00:00:00.000,5052270,502902,45.62397317,9.03723114,POINT (9.03723114 45.62397317)
5791,Monossido di Carbonio,mg/m³,593,Ciserano c.so Europa,159.0,BG,Ciserano,S,1994-11-29T00:00:00.000,2011-09-12T00:00:00.000,5048846,547278,45.59155664,9.60613797,POINT (9.60613797 45.59155664)
6790,Ossidi di Azoto,µg/m³,653,Brescia v.Ziziola,125.0,BS,Brescia,S,1997-10-15T00:00:00.000,2018-07-30T00:00:00.000,5040836,595170,45.51456611,10.21846492,POINT (10.21846492 45.51456611)
5673,Biossido di Zolfo,µg/m³,587,Casnigo via Europa,514.0,BG,Casnigo,S,1989-11-08T00:00:00.000,2003-06-03T00:00:00.000,5073819,567412,45.81464142,9.86771003,POINT (9.86771003 45.81464142)
5604,Biossido di Azoto,µg/m³,601,Montanaso Lombardo SP 202,84.0,LO,Montanaso Lombardo,S,2000-01-13T00:00:00.000,2017-01-01T00:00:00.000,5020391,535459,45.33613419,9.45255314,POINT (9.45255314 45.33613419)
9923,Biossido di Zolfo,µg/m³,677,Cremona Via Fatebenefratelli,43.0,CR,Cremona,S,2006-04-14T00:00:00.000,2022-12-31T00:00:00.000,4999315,582066,45.14254358,10.04384767,POINT (10.04384767 45.14254358)
20575,Biossido di Zolfo,µg/m³,681,Moggio Loc. Penscei,1194.0,LC,Moggio,N,2023-03-17T00:00:00.000,,5084478,538586,45.91279097,9.49754261,POINT (9.49754261 45.91279097)
6062,Benzene,µg/m³,503,Milano P.zza Zavattari,122.0,MI,Milano,S,2000-01-17T00:00:00.000,2018-07-30T00:00:00.000,5035847,511082,45.47606529,9.14178666,POINT (9.14178666 45.47606529)
9872,PM10 (SM2005),µg/m³,673,Voghera v.Pozzoni,90.0,PV,Voghera,N,2005-07-05T00:00:00.000,,4982900,500665,44.99955481,9.00844961,POINT (9.00844961 44.99955481)
5769,PM10,µg/m³,566,Olgiate Comasco v.Roma,404.0,CO,Olgiate Comasco,S,1995-02-01T00:00:00.000,2010-04-15T00:00:00.000,5070038,497388,45.78389908,8.96640489,POINT (8.96640489 45.78389908)
6944,PM10 (SM2005),µg/m³,632,Pizzighettone v.Formigara,45.0,CR,Pizzighettone,S,2000-02-03T00:00:00.000,2014-01-02T00:00:00.000,5003440,562333,45.18169064,9.79339003,POINT (9.79339003 45.18169064)
5636,Biossido di Zolfo,µg/m³,515,Pero SS Sempione,141.0,MI,Pero,S,1982-05-26T00:00:00.000,2018-07-30T00:00:00.000,5039595,507028,45.50985564,9.08997419,POINT (9.08997419 45.50985564)
6330,Ossidi di Azoto,µg/m³,542,Meda v. Gagarin,222.0,MB,Meda,N,1995-11-01T00:00:00.000,,5056480,512203,45.660992,9.160225,POINT (9.160225 45.660992)
6634,Particolato Totale Sospeso,µg/m³,527,Castano Primo v. Olimpiadi,175.0,MI,Castano Primo,S,1990-02-19T00:00:00.000,2007-02-27T00:00:00.000,5043625,482522,45.54594739,8.77611,POINT (8.77611 45.54594739)
12574,Particelle sospese PM2.5,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85.0,PV,Sannazzaro de' Burgondi,N,2013-01-07T00:00:00.000,,4994371,492461,45.10277464,8.90418742,POINT (8.90418742 45.10277464)
10037,Ossidi di Azoto,µg/m³,687,Ferno v.Di Dio,215.0,VA,Ferno,N,2006-11-06T00:00:00.000,,5051773,481053,45.61924753,8.75697656,POINT (8.75697656 45.61924753)
6346,Ossidi di Azoto,µg/m³,514,Rho via Buon Gesù,152.0,MI,Rho,N,1991-10-03T00:00:00.000,,5041100,503483,45.52342919,9.0446025,POINT (9.0446025 45.52342919)
5710,Ozono,µg/m³,544,Cormano v. Edison,153.0,MI,Cormano,N,1994-11-03T00:00:00.000,,5044180,512693,45.547597,9.166983,POINT (9.166983 45.547597)
6744,Biossido di Azoto,µg/m³,647,Breno v.Don Putelli,342.0,BS,Breno,S,1992-06-09T00:00:00.000,2018-07-30T00:00:00.000,5090074,600822,45.95683656,10.30106589,POINT (10.30106589 45.95683656)
6793,Particolato Totale Sospeso,µg/m³,653,Brescia v.Ziziola,125.0,BS,Brescia,S,2005-07-19T00:00:00.000,2013-11-17T00:00:00.000,5040836,595170,45.51456611,10.21846492,POINT (10.21846492 45.51456611)
10048,Biossido di Zolfo,µg/m³,688,Scaldasole v. XI Febbraio,88.0,PV,Scaldasole,S,2007-01-01T00:00:00.000,2017-01-01T00:00:00.000,4996773,493060,45.12440253,8.91176758,POINT (8.91176758 45.12440253)
6356,Ossidi di Azoto,µg/m³,504,Sesto San Giovanni v. Cesare da Sesto,139.0,MI,Sesto San Giovanni,N,1980-12-18T00:00:00.000,,5042386,518435,45.53476819,9.23610903,POINT (9.23610903 45.53476819)
5813,Monossido di Carbonio,mg/m³,511,Abbiategrasso v. Serafino Dell'Uomo,118.0,MI,Abbiategrasso,S,1997-11-02T00:00:00.000,2011-06-25T00:00:00.000,5026880,493223,45.39541003,8.91341828,POINT (8.91341828 45.39541003)
5802,Monossido di Carbonio,mg/m³,566,Olgiate Comasco v.Roma,404.0,CO,Olgiate Comasco,S,1995-02-01T00:00:00.000,2010-04-15T00:00:00.000,5070038,497388,45.78389908,8.96640489,POINT (8.96640489 45.78389908)
5545,Biossido di Azoto,µg/m³,542,Meda v. Gagarin,222.0,MB,Meda,N,1995-11-01T00:00:00.000,,5056480,512203,45.660992,9.160225,POINT (9.160225 45.660992)
6901,Ozono,µg/m³,668,Mantova Lunetta2,25.0,MN,Mantova,S,2003-01-01T00:00:00.000,2018-01-01T00:00:00.000,5002119,643358,45.15799358,10.82394014,POINT (10.82394014 45.15799358)
6212,Ossidi di Azoto,µg/m³,596,Osio Sotto v.per Levate,182.0,BG,Osio Sotto,N,2000-04-06T00:00:00.000,,5052072,547691,45.62055568,9.61173782,POINT (9.61173782 45.62055568)
20758,Ossidi di Azoto,µg/m³,1322,DarfoBT,221.0,BS,Darfo Boario Terme,N,2024-03-07T00:00:00.000,,5080975,591483,45.87626097,10.17883506,POINT (10.17883506 45.87626097)
6911,PM10 (SM2005),µg/m³,543,Vimercate v. dell'Ospedale,194.0,MB,Vimercate,S,1998-02-06T00:00:00.000,2018-07-30T00:00:00.000,5051330,528723,45.611744,9.3677,POINT (9.3677 45.611744)
6955,PM10 (SM2005),µg/m³,663,Mantova v.Ariosto,18.0,MN,Mantova,N,2003-01-01T00:00:00.000,,5000669,641770,45.14526864,10.80333489,POINT (10.80333489 45.14526864)
10074,Biossido di Azoto,µg/m³,694,Salionze v. Campagna Rossa,109.0,VR,Salionze,S,2006-11-30T00:00:00.000,2020-08-01T00:00:00.000,5029205,635124,45.40331803,10.72660167,POINT (10.72660167 45.40331803)
6394,Ossidi di Azoto,µg/m³,559,Somma Lombardo v.Facchinetti,210.0,VA,Somma Lombardo,S,2000-03-21T00:00:00.000,2018-07-30T00:00:00.000,5055150,477613,45.64954097,8.71269853,POINT (8.71269853 45.64954097)
12621,Cadmio,ng/m³,542,Meda v. Gagarin,222.0,MB,Meda,N,2008-04-18T00:00:00.000,,5056480,512203,45.660992,9.160225,POINT (9.160225 45.660992)
5953,Biossido di Azoto,µg/m³,627,Cremona P.zza Cadorna,39.0,CR,Cremona,N,1997-12-12T00:00:00.000,,4998110,579872,45.13195042,10.01574064,POINT (10.01574064 45.13195042)
10002,Monossido di Carbonio,mg/m³,683,Cassano d'Adda 2-v.Milano,133.0,MI,Cassano d'Adda,S,2006-04-22T00:00:00.000,2024-01-31T00:00:00.000,5041567,540293,45.52647322,9.515991,POINT (9.515991 45.52647322)
10483,PM10 (SM2005),µg/m³,1265,Lodi S.Alberto,76.0,LO,Lodi,N,2009-08-03T00:00:00.000,,5016706,538829,45.30278678,9.49528589,POINT (9.49528589 45.30278678)
6642,Particolato Totale Sospeso,µg/m³,542,Meda v. Gagarin,222.0,MB,Meda,S,1995-11-01T00:00:00.000,1998-02-04T00:00:00.000,5056480,512203,45.660992,9.160225,POINT (9.160225 45.660992)
10079,Biossido di Azoto,µg/m³,695,Ponti sul Mincio v.San Martino,113.0,MN,Ponti sul Mincio,N,2006-12-20T00:00:00.000,,5030184,631718,45.41277633,10.68336214,POINT (10.68336214 45.41277633)
5580,Biossido di Azoto,µg/m³,577,Calolziocorte c.so Dante,215.0,LC,Calolziocorte,S,1994-11-28T00:00:00.000,2018-07-30T00:00:00.000,5072149,533373,45.80210114,9.42947022,POINT (9.42947022 45.80210114)
5551,Biossido di Azoto,µg/m³,548,Milano v.Senato,118.0,MI,Milano,N,1995-04-21T00:00:00.000,,5035238,515435,45.470501,9.19746075,POINT (9.19746075 45.470501)
5660,Biossido di Zolfo,µg/m³,590,Ponte San Pietro v. Moiolo,225.0,BG,Ponte San Pietro,S,1990-07-04T00:00:00.000,2006-06-20T00:00:00.000,5060449,545762,45.69608872,9.58779631,POINT (9.58779631 45.69608872)
5581,Biossido di Azoto,µg/m³,578,Varenna v.Polvani,220.0,LC,Varenna,S,1991-02-21T00:00:00.000,2008-02-07T00:00:00.000,5095134,522088,46.00942731,9.28531411,POINT (9.28531411 46.00942731)
10329,Ossidi di Azoto,µg/m³,708,Parona v. della Miseria,112.0,PV,Parona,N,2007-10-01T00:00:00.000,,5014300,480733,45.28194289,8.75433614,POINT (8.75433614 45.28194289)
9860,Ossidi di Azoto,µg/m³,673,Voghera v.Pozzoni,90.0,PV,Voghera,N,2005-07-28T00:00:00.000,,4982900,500665,44.99955481,9.00844961,POINT (9.00844961 44.99955481)
6629,Particolato Totale Sospeso,µg/m³,600,Lodi v.Vignati,80.0,LO,Lodi,S,1999-12-30T00:00:00.000,2001-01-08T00:00:00.000,5017060,538042,45.30601628,9.48527511,POINT (9.48527511 45.30601628)
5842,Monossido di Carbonio,mg/m³,571,Bormio v.Monte Braulio,1225.0,SO,Bormio,N,1993-11-02T00:00:00.000,,5147136,605598,46.46952397,10.37543275,POINT (10.37543275 46.46952397)
6415,Ossidi di Azoto,µg/m³,628,Cremona p.zza Libertà,61.0,CR,Cremona,S,2002-01-01T00:00:00.000,2006-04-04T00:00:00.000,4998730,581171,45.13738208,10.03237064,POINT (10.03237064 45.13738208)
20529,Particelle sospese PM2.5,µg/m³,501,Milano v.Marche,129.0,MI,Milano,N,2022-01-01T00:00:00.000,,5038105,514918,45.49631883,9.19093444,POINT (9.19093444 45.49631883)
5800,Monossido di Carbonio,mg/m³,563,Fino Mornasco SP27 casa dell'Alpino,304.0,CO,Fino Mornasco,S,1991-12-20T00:00:00.000,2012-01-04T00:00:00.000,5066055,503313,45.74804547,9.04259906,POINT (9.04259906 45.74804547)
6402,Ossidi di Azoto,µg/m³,552,Varese v.Vidoletti,425.0,VA,Varese,N,1991-12-23T00:00:00.000,,5075945,484773,45.83690178,8.80393513,POINT (8.80393513 45.83690178)
5705,Biossido di Zolfo,µg/m³,570,Tirano Viale Italia,439.0,SO,Tirano,S,1993-11-01T00:00:00.000,2009-01-01T00:00:00.000,5118891,589196,46.216293,10.170397,POINT (10.170397 46.216293)
5964,Biossido di Zolfo,µg/m³,632,Pizzighettone v.Formigara,45.0,CR,Pizzighettone,S,1996-05-17T00:00:00.000,2012-01-04T00:00:00.000,5003440,562333,45.18169064,9.79339003,POINT (9.79339003 45.18169064)
10330,Particolato Totale Sospeso,µg/m³,708,Parona v. della Miseria,112.0,PV,Parona,S,2007-08-08T00:00:00.000,2010-10-20T00:00:00.000,5014300,480733,45.28194289,8.75433614,POINT (8.75433614 45.28194289)
6350,Ossidi di Azoto,µg/m³,516,Robecchetto con Induno v. Pertini,135.0,MI,Robecchetto con Induno,S,1992-12-07T00:00:00.000,2023-06-06T00:00:00.000,5040503,481768,45.51782742,8.76656744,POINT (8.76656744 45.51782742)
5725,Ozono,µg/m³,528,Milano Verziere,116.0,MI,Milano,N,1988-09-20T00:00:00.000,,5034443,515270,45.46334886,9.19532511,POINT (9.19532511 45.46334886)
5724,Ozono,µg/m³,513,Trezzo sull'Adda v.Nenni,199.0,MI,Trezzo sull'Adda,S,2001-02-22T00:00:00.000,2017-01-01T00:00:00.000,5051253,539618,45.61370028,9.508134,POINT (9.508134 45.61370028)
6408,Ossidi di Azoto,µg/m³,626,Corte de' Cortesi con Cignone v. Villa Strada Forca,57.0,CR,Corte de' Cortesi con Cignone,N,2002-01-01T00:00:00.000,,5014380,578919,45.27848997,10.00620528,POINT (10.00620528 45.27848997)
5688,Biossido di Zolfo,µg/m³,578,Varenna v.Polvani,220.0,LC,Varenna,S,1991-02-17T00:00:00.000,2001-03-20T00:00:00.000,5095134,522088,46.00942731,9.28531411,POINT (9.28531411 46.00942731)
6264,Ossidi di Azoto,µg/m³,608,Codogno v.Trento,59.0,LO,Codogno,N,2000-01-13T00:00:00.000,,5000892,554872,45.15937678,9.69815314,POINT (9.69815314 45.15937678)
5613,Biossido di Zolfo,µg/m³,536,Arese v. Matteotti,157.0,MI,Arese,S,1991-05-29T00:00:00.000,2003-10-22T00:00:00.000,5043325,506302,45.54343664,9.08072867,POINT (9.08072867 45.54343664)
12664,Piombo,ng/m³,681,Moggio Loc. Penscei,1194.0,LC,Moggio,N,2008-06-14T00:00:00.000,,5084478,538586,45.91279097,9.49754261,POINT (9.49754261 45.91279097)
10108,Biossido di Azoto,µg/m³,698,Ceneselli v. Moro,13.0,RO,Ceneselli,S,2006-11-28T00:00:00.000,2017-01-01T00:00:00.000,4987161,686934,45.013458,11.372581,POINT (11.372581 45.013458)
10017,Ossidi di Azoto,µg/m³,685,Calusco d'Adda v. Caduti sul Lavoro,273.0,BG,Calusco d'Adda,N,2006-06-30T00:00:00.000,,5059767,537706,45.69043647,9.48426111,POINT (9.48426111 45.69043647)
6649,Particolato Totale Sospeso,µg/m³,507,Villasanta v. A. Volta,176.0,MB,Villasanta,S,1990-02-27T00:00:00.000,2008-07-24T00:00:00.000,5050610,523948,45.60862236,9.30711961,POINT (9.30711961 45.60862236)
20564,Particelle sospese PM2.5,µg/m³,1801,Brescia v.Tartaglia,151.0,BS,Brescia,N,2022-05-25T00:00:00.000,,5043948,594556,45.54264789,10.21120522,POINT (10.21120522 45.54264789)
5535,Biossido di Azoto,µg/m³,532,Cuggiono v. Languria,156.0,MI,Cuggiono,S,1990-01-01T00:00:00.000,2017-01-01T00:00:00.000,5038680,484723,45.50148956,8.80445883,POINT (8.80445883 45.50148956)
5558,Biossido di Azoto,µg/m³,555,Busto Arsizio v.Magenta,222.0,VA,Busto Arsizio,S,1991-05-25T00:00:00.000,2018-07-30T00:00:00.000,5050810,488313,45.61073922,8.850121,POINT (8.850121 45.61073922)
17082,Benzo(a)pirene,ng/m³,569,Sondrio v.Mazzini,307.0,SO,Sondrio,S,2008-04-22T00:00:00.000,2011-12-30T00:00:00.000,5113078,567173,46.16797103,9.87014581,POINT (9.87014581 46.16797103)
6083,Benzene,µg/m³,559,Somma Lombardo v.Facchinetti,210.0,VA,Somma Lombardo,S,2000-03-21T00:00:00.000,2018-07-30T00:00:00.000,5055150,477613,45.64954097,8.71269853,POINT (8.71269853 45.64954097)
6290,Ossidi di Azoto,µg/m³,536,Arese v. Matteotti,157.0,MI,Arese,S,1991-10-22T00:00:00.000,2018-07-30T00:00:00.000,5043325,506302,45.54343664,9.08072867,POINT (9.08072867 45.54343664)
6818,Ozono,µg/m³,656,Gambara v.Parma,47.0,BS,Gambara,N,1990-02-15T00:00:00.000,,5011493,601945,45.24955194,10.29913,POINT (10.29913 45.24955194)
6647,Particolato Totale Sospeso,µg/m³,504,Sesto San Giovanni v. Cesare da Sesto,139.0,MI,Sesto San Giovanni,S,1980-09-18T00:00:00.000,2002-09-01T00:00:00.000,5042386,518435,45.53476819,9.23610903,POINT (9.23610903 45.53476819)
10587,Ammoniaca,µg/m³,1266,Bertonico v.Moro,65.0,LO,Bertonico,N,2009-03-04T00:00:00.000,,5009105,552297,45.23349689,9.66625758,POINT (9.66625758 45.23349689)
6270,Ossidi di Azoto,µg/m³,602,Melegnano v.Predabissi,83.0,MI,Melegnano,S,2000-01-13T00:00:00.000,,5022361,525789,45.35428881,9.32924395,POINT (9.32924395 45.35428881)
6820,Particolato Totale Sospeso,µg/m³,656,Gambara v.Parma,47.0,BS,Gambara,S,1990-02-16T00:00:00.000,2004-08-10T00:00:00.000,5011493,601945,45.24955194,10.29913,POINT (10.29913 45.24955194)
5955,Biossido di Azoto,µg/m³,628,Cremona p.zza Libertà,61.0,CR,Cremona,S,1992-11-01T00:00:00.000,2006-04-04T00:00:00.000,4998730,581171,45.13738208,10.03237064,POINT (10.03237064 45.13738208)
10384,Benzene,µg/m³,693,Sannazzaro de' Burgondi v.Traversi,85.0,PV,Sannazzaro de' Burgondi,N,2007-01-01T00:00:00.000,,4994371,492461,45.10277464,8.90418742,POINT (8.90418742 45.10277464)
20934,BlackCarbon,µg/m³,542,Meda v. Gagarin,222.0,MB,Meda,N,2025-07-19T00:00:00.000,,5056480,512203,45.660992,9.160225,POINT (9.160225 45.660992)
6881,Biossido di Zolfo,µg/m³,665,Viadana v. Cavalli,37.0,MN,Viadana,S,2003-10-03T00:00:00.000,2011-12-29T00:00:00.000,4975705,619759,44.92469933,10.51750417,POINT (10.51750417 44.92469933)
6376,Ossidi di Azoto,µg/m³,567,Chiavenna v.Cerletti,333.0,SO,Chiavenna,S,1993-10-30T00:00:00.000,2018-07-30T00:00:00.000,5129768,530454,46.32081378,9.39559186,POINT (9.39559186 46.32081378)
6242,Ossidi di Azoto,µg/m³,577,Calolziocorte c.so Dante,215.0,LC,Calolziocorte,S,1994-11-29T00:00:00.000,2018-07-30T00:00:00.000,5072149,533373,45.80210114,9.42947022,POINT (9.42947022 45.80210114)
5576,Biossido di Azoto,µg/m³,573,Colico v.La Madoneta,229.0,LC,Colico,N,1996-11-05T00:00:00.000,,5109468,529713,46.1381409,9.38468725,POINT (9.38468725 46.1381409)
5721,Ozono,µg/m³,545,Motta Visconti v. De Gasperi,100.0,MI,Motta Visconti,N,1998-03-17T00:00:00.000,,5014273,499103,45.28196356,8.98857592,POINT (8.98857592 45.28196356)
10103,PM10 (SM2005),µg/m³,697,Borgofranco sul Po loc. Bonizzo,14.0,MN,Borgofranco sul Po,N,2007-01-01T00:00:00.000,,4990430,671752,45.04650286,11.18094889,POINT (11.18094889 45.04650286)
5716,Ozono,µg/m³,541,Limbiate v. F. Turati,181.0,MB,Limbiate,S,1995-01-17T00:00:00.000,2018-01-01T00:00:00.000,5049330,509823,45.590961,9.139417,POINT (9.139417 45.590961)
9920,Ossidi di Azoto,µg/m³,665,Viadana v. Cavalli,37.0,MN,Viadana,N,2004-06-15T00:00:00.000,,4975705,619759,44.92469933,10.51750417,POINT (10.51750417 44.92469933)
6645,Particolato Totale Sospeso,µg/m³,515,Pero SS Sempione,141.0,MI,Pero,S,1991-05-08T00:00:00.000,2005-10-13T00:00:00.000,5039595,507028,45.50985564,9.08997419,POINT (9.08997419 45.50985564)
6702,Biossido di Zolfo,µg/m³,643,Pavia p.zza Minerva,77.0,PV,Pavia,S,2002-03-03T00:00:00.000,2003-08-11T00:00:00.000,5003660,511522,45.18633544,9.14667703,POINT (9.14667703 45.18633544)
5816,Monossido di Carbonio,mg/m³,512,Carate Brianza v.De Gasperi,250.0,MB,Carate Brianza,S,1994-10-25T00:00:00.000,2011-07-01T00:00:00.000,5057635,518272,45.672017,9.234603,POINT (9.234603 45.672017)
10016,Biossido di Zolfo,µg/m³,664,Mantova p.zza Gramsci,18.0,MN,Mantova,N,2006-10-30T00:00:00.000,,5001351,640031,45.15175186,10.78141717,POINT (10.78141717 45.15175186)
6706,Ossidi di Azoto,µg/m³,643,Pavia p.zza Minerva,77.0,PV,Pavia,N,2002-03-03T00:00:00.000,,5003660,511522,45.18633544,9.14667703,POINT (9.14667703 45.18633544)
5518,Biossido di Azoto,µg/m³,515,Pero SS Sempione,141.0,MI,Pero,S,1986-12-10T00:00:00.000,2018-07-30T00:00:00.000,5039595,507028,45.50985564,9.08997419,POINT (9.08997419 45.50985564)
5714,Ozono,µg/m³,535,Lacchiarella v.Molise,97.0,MI,Lacchiarella,S,1998-09-17T00:00:00.000,2018-01-01T00:00:00.000,5019010,510542,45.32452314,9.1345295,POINT (9.1345295 45.32452314)
12626,Cadmio,ng/m³,705,Milano Pascal Città Studi,122.0,MI,Milano,N,2008-04-01T00:00:00.000,,5036190,518405,45.478347,9.231667,POINT (9.231667 45.478347)
5534,Biossido di Azoto,µg/m³,531,Pioltello Limito,114.0,MI,Pioltello,N,1989-05-23T00:00:00.000,,5036730,525583,45.48363242,9.32736196,POINT (9.32736196 45.48363242)
5663,Biossido di Zolfo,µg/m³,593,Ciserano c.so Europa,159.0,BG,Ciserano,S,1991-06-13T00:00:00.000,2003-06-03T00:00:00.000,5048846,547278,45.59155664,9.60613797,POINT (9.60613797 45.59155664)
6962,PM10 (SM2005),µg/m³,595,Filago v.Don Milani,190.0,BG,Filago,N,2004-10-14T00:00:00.000,,5053519,543342,45.63387247,9.55609572,POINT (9.55609572 45.63387247)
5590,Biossido di Azoto,µg/m³,587,Casnigo via Europa,514.0,BG,Casnigo,S,1989-11-08T00:00:00.000,2005-05-05T00:00:00.000,5073819,567412,45.81464142,9.86771003,POINT (9.86771003 45.81464142)
6610,Particolato Totale Sospeso,µg/m³,612,Filago v.Fermi,176.0,BG,Filago,S,1992-01-01T00:00:00.000,,5052474,543382,45.62446461,9.55651564,POINT (9.55651564 45.62446461)
6902,Ozono,µg/m³,601,Montanaso Lombardo SP 202,84.0,LO,Montanaso Lombardo,S,2004-08-04T00:00:00.000,2017-01-01T00:00:00.000,5020391,535459,45.33613419,9.45255314,POINT (9.45255314 45.33613419)
5559,Biossido di Azoto,µg/m³,556,Gallarate  P.zza S.Lorenzo,240.0,VA,Gallarate,S,1991-06-26T00:00:00.000,2018-07-30T00:00:00.000,5056010,484229,45.65746297,8.79757739,POINT (8.79757739 45.65746297)
