idsensore,nometiposensore,unitamisura,idstazione,sensore,provincia,comune,storico,datastart,datastop
104798,Biossido di Azoto,µg/m³,101495,NO2 Bellusco,MB,Bellusco,N         ,2011-01-01T00:00:00.000,
104799,Ozono,µg/m³,101495,O3 Bellusco,MB,Bellusco,N         ,2011-01-01T00:00:00.000,
104800,PM10,µg/m³,101495,PM10 Bellusco,MB,Bellusco,N         ,2011-01-01T00:00:00.000,
104801,Biossido di Azoto,µg/m³,101496,NO2 Bernareggio,MB,Bernareggio,N         ,2011-01-01T00:00:00.000,
104802,Ozono,µg/m³,101496,O3 Bernareggio,MB,Bernareggio,N         ,2011-01-01T00:00:00.000,
104803,PM10,µg/m³,101496,PM10 Bernareggio,MB,Bernareggio,N         ,2011-01-01T00:00:00.000,
104804,Biossido di Azoto,µg/m³,101497,NO2 Besana in Brianza,MB,Besana in Brianza,N         ,2011-01-01T00:00:00.000,
104805,Ozono,µg/m³,101497,O3 Besana in Brianza,MB,Besana in Brianza,N         ,2011-01-01T00:00:00.000,
104806,PM10,µg/m³,101497,PM10 Besana in Brianza,MB,Besana in Brianza,N         ,2011-01-01T00:00:00.000,
104807,Biossido di Azoto,µg/m³,101498,NO2 Biassono,MB,Biassono,N         ,2011-01-01T00:00:00.000,
104808,Ozono,µg/m³,101498,O3 Biassono,MB,Biassono,N         ,2011-01-01T00:00:00.000,
104809,PM10,µg/m³,101498,PM10 Biassono,MB,Biassono,N         ,2011-01-01T00:00:00.000,
104810,Biossido di Azoto,µg/m³,101499,NO2 Bovisio-Masciago,MB,Bovisio-Masciago,N         ,2011-01-01T00:00:00.000,
104811,Ozono,µg/m³,101499,O3 Bovisio-Masciago,MB,Bovisio-Masciago,N         ,2011-01-01T00:00:00.000,
104812,PM10,µg/m³,101499,PM10 Bovisio-Masciago,MB,Bovisio-Masciago,N         ,2011-01-01T00:00:00.000,
104813,Biossido di Azoto,µg/m³,101500,NO2 Briosco,MB,Briosco,N         ,2011-01-01T00:00:00.000,
104814,Ozono,µg/m³,101500,O3 Briosco,MB,Briosco,N         ,2011-01-01T00:00:00.000,
104815,PM10,µg/m³,101500,PM10 Briosco,MB,Briosco,N         ,2011-01-01T00:00:00.000,
104816,Biossido di Azoto,µg/m³,101501,NO2 Brugherio,MB,Brugherio,N         ,2011-01-01T00:00:00.000,
104817,Ozono,µg/m³,101501,O3 Brugherio,MB,Brugherio,N         ,2011-01-01T00:00:00.000,
104818,PM10,µg/m³,101501,PM10 Brugherio,MB,Brugherio,N         ,2011-01-01T00:00:00.000,
104819,Biossido di Azoto,µg/m³,101502,NO2 Burago di Molgora,MB,Burago di Molgora,N         ,2011-01-01T00:00:00.000,
104820,Ozono,µg/m³,101502,O3 Burago di Molgora,MB,Burago di Molgora,N         ,2011-01-01T00:00:00.000,
104821,PM10,µg/m³,101502,PM10 Burago di Molgora,MB,Burago di Molgora,N         ,2011-01-01T00:00:00.000,
104822,Biossido di Azoto,µg/m³,101503,NO2 Camparada,MB,Camparada,N         ,2011-01-01T00:00:00.000,
104823,Ozono,µg/m³,101503,O3 Camparada,MB,Camparada,N         ,2011-01-01T00:00:00.000,
104824,PM10,µg/m³,101503,PM10 Camparada,MB,Camparada,N         ,2011-01-01T00:00:00.000,
104825,Biossido di Azoto,µg/m³,101504,NO2 Carate Brianza,MB,Carate Brianza,N         ,2011-01-01T00:00:00.000,
104826,Ozono,µg/m³,101504,O3 Carate Brianza,MB,Carate Brianza,N         ,2011-01-01T00:00:00.000,
104827,PM10,µg/m³,101504,PM10 Carate Brianza,MB,Carate Brianza,N         ,2011-01-01T00:00:00.000,
104828,Biossido di Azoto,µg/m³,101505,NO2 Carnate,MB,Carnate,N         ,2011-01-01T00:00:00.000,
104829,Ozono,µg/m³,101505,O3 Carnate,MB,Carnate,N         ,2011-01-01T00:00:00.000,
104830,PM10,µg/m³,101505,PM10 Carnate,MB,Carnate,N         ,2011-01-01T00:00:00.000,
104831,Biossido di Azoto,µg/m³,101506,NO2 Cavenago di Brianza,MB,Cavenago di Brianza,N         ,2011-01-01T00:00:00.000,
104832,Ozono,µg/m³,101506,O3 Cavenago di Brianza,MB,Cavenago di Brianza,N         ,2011-01-01T00:00:00.000,
104833,PM10,µg/m³,101506,PM10 Cavenago di Brianza,MB,Cavenago di Brianza,N         ,2011-01-01T00:00:00.000,
104834,Biossido di Azoto,µg/m³,101507,NO2 Ceriano Laghetto,MB,Ceriano Laghetto,N         ,2011-01-01T00:00:00.000,
104835,Ozono,µg/m³,101507,O3 Ceriano Laghetto,MB,Ceriano Laghetto,N         ,2011-01-01T00:00:00.000,
104836,PM10,µg/m³,101507,PM10 Ceriano Laghetto,MB,Ceriano Laghetto,N         ,2011-01-01T00:00:00.000,
104837,Biossido di Azoto,µg/m³,101508,NO2 Cesano Maderno,MB,Cesano Maderno,N         ,2011-01-01T00:00:00.000,
104838,Ozono,µg/m³,101508,O3 Cesano Maderno,MB,Cesano Maderno,N         ,2011-01-01T00:00:00.000,
104839,PM10,µg/m³,101508,PM10 Cesano Maderno,MB,Cesano Maderno,N         ,2011-01-01T00:00:00.000,
104840,Biossido di Azoto,µg/m³,101509,NO2 Cogliate,MB,Cogliate,N         ,2011-01-01T00:00:00.000,
104841,Ozono,µg/m³,101509,O3 Cogliate,MB,Cogliate,N         ,2011-01-01T00:00:00.000,
104842,PM10,µg/m³,101509,PM10 Cogliate,MB,Cogliate,N         ,2011-01-01T00:00:00.000,
104843,Biossido di Azoto,µg/m³,101510,NO2 Concorezzo,MB,Concorezzo,N         ,2011-01-01T00:00:00.000,
104844,Ozono,µg/m³,101510,O3 Concorezzo,MB,Concorezzo,N         ,2011-01-01T00:00:00.000,
104845,PM10,µg/m³,101510,PM10 Concorezzo,MB,Concorezzo,N         ,2011-01-01T00:00:00.000,
104846,Biossido di Azoto,µg/m³,101511,NO2 Correzzana,MB,Correzzana,N         ,2011-01-01T00:00:00.000,
104847,Ozono,µg/m³,101511,O3 Correzzana,MB,Correzzana,N         ,2011-01-01T00:00:00.000,
104848,PM10,µg/m³,101511,PM10 Correzzana,MB,Correzzana,N         ,2011-01-01T00:00:00.000,
104849,Biossido di Azoto,µg/m³,101512,NO2 Desio,MB,Desio,N         ,2011-01-01T00:00:00.000,
104850,Ozono,µg/m³,101512,O3 Desio,MB,Desio,N         ,2011-01-01T00:00:00.000,
104851,PM10,µg/m³,101512,PM10 Desio,MB,Desio,N         ,2011-01-01T00:00:00.000,
104852,Biossido di Azoto,µg/m³,101513,NO2 Giussano,MB,Giussano,N         ,2011-01-01T00:00:00.000,
104853,Ozono,µg/m³,101513,O3 Giussano,MB,Giussano,N         ,2011-01-01T00:00:00.000,
104854,PM10,µg/m³,101513,PM10 Giussano,MB,Giussano,N         ,2011-01-01T00:00:00.000,
104855,Biossido di Azoto,µg/m³,101514,NO2 Lazzate,MB,Lazzate,N         ,2011-01-01T00:00:00.000,
104856,Ozono,µg/m³,101514,O3 Lazzate,MB,Lazzate,N         ,2011-01-01T00:00:00.000,
104857,PM10,µg/m³,101514,PM10 Lazzate,MB,Lazzate,N         ,2011-01-01T00:00:00.000,
104858,Biossido di Azoto,µg/m³,101515,NO2 Lesmo,MB,Lesmo,N         ,2011-01-01T00:00:00.000,
104859,Ozono,µg/m³,101515,O3 Lesmo,MB,Lesmo,N         ,2011-01-01T00:00:00.000,
104860,PM10,µg/m³,101515,PM10 Lesmo,MB,Lesmo,N         ,2011-01-01T00:00:00.000,
104861,Biossido di Azoto,µg/m³,101516,NO2 Limbiate,MB,Limbiate,N         ,2011-01-01T00:00:00.000,
104862,Ozono,µg/m³,101516,O3 Limbiate,MB,Limbiate,N         ,2011-01-01T00:00:00.000,
104863,PM10,µg/m³,101516,PM10 Limbiate,MB,Limbiate,N         ,2011-01-01T00:00:00.000,
104864,Biossido di Azoto,µg/m³,101517,NO2 Lissone,MB,Lissone,N         ,2011-01-01T00:00:00.000,
104865,Ozono,µg/m³,101517,O3 Lissone,MB,Lissone,N         ,2011-01-01T00:00:00.000,
104866,PM10,µg/m³,101517,PM10 Lissone,MB,Lissone,N         ,2011-01-01T00:00:00.000,
104867,Biossido di Azoto,µg/m³,101518,NO2 Macherio,MB,Macherio,N         ,2011-01-01T00:00:00.000,
104868,Ozono,µg/m³,101518,O3 Macherio,MB,Macherio,N         ,2011-01-01T00:00:00.000,
104869,PM10,µg/m³,101518,PM10 Macherio,MB,Macherio,N         ,2011-01-01T00:00:00.000,
104870,Biossido di Azoto,µg/m³,101519,NO2 Meda,MB,Meda,N         ,2011-01-01T00:00:00.000,
104871,Ozono,µg/m³,101519,O3 Meda,MB,Meda,N         ,2011-01-01T00:00:00.000,
104872,PM10,µg/m³,101519,PM10 Meda,MB,Meda,N         ,2011-01-01T00:00:00.000,
104873,Biossido di Azoto,µg/m³,101520,NO2 Mezzago,MB,Mezzago,N         ,2011-01-01T00:00:00.000,
104874,Ozono,µg/m³,101520,O3 Mezzago,MB,Mezzago,N         ,2011-01-01T00:00:00.000,
104875,PM10,µg/m³,101520,PM10 Mezzago,MB,Mezzago,N         ,2011-01-01T00:00:00.000,
104876,Biossido di Azoto,µg/m³,101521,NO2 Misinto,MB,Misinto,N         ,2011-01-01T00:00:00.000,
104877,Ozono,µg/m³,101521,O3 Misinto,MB,Misinto,N         ,2011-01-01T00:00:00.000,
104878,PM10,µg/m³,101521,PM10 Misinto,MB,Misinto,N         ,2011-01-01T00:00:00.000,
104879,Biossido di Azoto,µg/m³,101522,NO2 Monza,MB,Monza,N         ,2011-01-01T00:00:00.000,
104880,Ozono,µg/m³,101522,O3 Monza,MB,Monza,N         ,2011-01-01T00:00:00.000,
104881,PM10,µg/m³,101522,PM10 Monza,MB,Monza,N         ,2011-01-01T00:00:00.000,
104882,Biossido di Azoto,µg/m³,101523,NO2 Muggiò,MB,Muggiò,N         ,2011-01-01T00:00:00.000,
104883,Ozono,µg/m³,101523,O3 Muggiò,MB,Muggiò,N         ,2011-01-01T00:00:00.000,
104884,PM10,µg/m³,101523,PM10 Muggiò,MB,Muggiò,N         ,2011-01-01T00:00:00.000,
104885,Biossido di Azoto,µg/m³,101524,NO2 Nova Milanese,MB,Nova Milanese,N         ,2011-01-01T00:00:00.000,
104886,Ozono,µg/m³,101524,O3 Nova Milanese,MB,Nova Milanese,N         ,2011-01-01T00:00:00.000,
104887,PM10,µg/m³,101524,PM10 Nova Milanese,MB,Nova Milanese,N         ,2011-01-01T00:00:00.000,
104888,Biossido di Azoto,µg/m³,101525,NO2 Ornago,MB,Ornago,N         ,2011-01-01T00:00:00.000,
104889,Ozono,µg/m³,101525,O3 Ornago,MB,Ornago,N         ,2011-01-01T00:00:00.000,
104890,PM10,µg/m³,101525,PM10 Ornago,MB,Ornago,N         ,2011-01-01T00:00:00.000,
104891,Biossido di Azoto,µg/m³,101526,NO2 Renate,MB,Renate,N         ,2011-01-01T00:00:00.000,
104892,Ozono,µg/m³,101526,O3 Renate,MB,Renate,N         ,2011-01-01T00:00:00.000,
104893,PM10,µg/m³,101526,PM10 Renate,MB,Renate,N         ,2011-01-01T00:00:00.000,
104894,Biossido di Azoto,µg/m³,101527,NO2 Ronco Briantino,MB,Ronco Briantino,N         ,2011-01-01T00:00:00.000,
104895,Ozono,µg/m³,101527,O3 Ronco Briantino,MB,Ronco Briantino,N         ,2011-01-01T00:00:00.000,
104896,PM10,µg/m³,101527,PM10 Ronco Briantino,MB,Ronco Briantino,N         ,2011-01-01T00:00:00.000,
104897,Biossido di Azoto,µg/m³,101528,NO2 Seregno,MB,Seregno,N         ,2011-01-01T00:00:00.000,
104898,Ozono,µg/m³,101528,O3 Seregno,MB,Seregno,N         ,2011-01-01T00:00:00.000,
104899,PM10,µg/m³,101528,PM10 Seregno,MB,Seregno,N         ,2011-01-01T00:00:00.000,
104900,Biossido di Azoto,µg/m³,101529,NO2 Seveso,MB,Seveso,N         ,2011-01-01T00:00:00.000,
104901,Ozono,µg/m³,101529,O3 Seveso,MB,Seveso,N         ,2011-01-01T00:00:00.000,
104902,PM10,µg/m³,101529,PM10 Seveso,MB,Seveso,N         ,2011-01-01T00:00:00.000,
104903,Biossido di Azoto,µg/m³,101530,NO2 Sovico,MB,Sovico,N         ,2011-01-01T00:00:00.000,
104904,Ozono,µg/m³,101530,O3 Sovico,MB,Sovico,N         ,2011-01-01T00:00:00.000,
104905,PM10,µg/m³,101530,PM10 Sovico,MB,Sovico,N         ,2011-01-01T00:00:00.000,
104906,Biossido di Azoto,µg/m³,101531,NO2 Sulbiate,MB,Sulbiate,N         ,2011-01-01T00:00:00.000,
104907,Ozono,µg/m³,101531,O3 Sulbiate,MB,Sulbiate,N         ,2011-01-01T00:00:00.000,
104908,PM10,µg/m³,101531,PM10 Sulbiate,MB,Sulbiate,N         ,2011-01-01T00:00:00.000,
104909,Biossido di Azoto,µg/m³,101532,NO2 Triuggio,MB,Triuggio,N         ,2011-01-01T00:00:00.000,
104910,Ozono,µg/m³,101532,O3 Triuggio,MB,Triuggio,N         ,2011-01-01T00:00:00.000,
104911,PM10,µg/m³,101532,PM10 Triuggio,MB,Triuggio,N         ,2011-01-01T00:00:00.000,
104912,Biossido di Azoto,µg/m³,101533,NO2 Usmate Velate,MB,Usmate Velate,N         ,2011-01-01T00:00:00.000,
104913,Ozono,µg/m³,101533,O3 Usmate Velate,MB,Usmate Velate,N         ,2011-01-01T00:00:00.000,
104914,PM10,µg/m³,101533,PM10 Usmate Velate,MB,Usmate Velate,N         ,2011-01-01T00:00:00.000,
104915,Biossido di Azoto,µg/m³,101534,NO2 Varedo,MB,Varedo,N         ,2011-01-01T00:00:00.000,
104916,Ozono,µg/m³,101534,O3 Varedo,MB,Varedo,N         ,2011-01-01T00:00:00.000,
104917,PM10,µg/m³,101534,PM10 Varedo,MB,Varedo,N         ,2011-01-01T00:00:00.000,
104918,Biossido di Azoto,µg/m³,101535,NO2 Vedano al Lambro,MB,Vedano al Lambro,N         ,2011-01-01T00:00:00.000,
104919,Ozono,µg/m³,101535,O3 Vedano al Lambro,MB,Vedano al Lambro,N         ,2011-01-01T00:00:00.000,
104920,PM10,µg/m³,101535,PM10 Vedano al Lambro,MB,Vedano al Lambro,N         ,2011-01-01T00:00:00.000,
104921,Biossido di Azoto,µg/m³,101536,NO2 Veduggio con Colzano,MB,Veduggio con Colzano,N         ,2011-01-01T00:00:00.000,
104922,Ozono,µg/m³,101536,O3 Veduggio con Colzano,MB,Veduggio con Colzano,N         ,2011-01-01T00:00:00.000,
104923,PM10,µg/m³,101536,PM10 Veduggio con Colzano,MB,Veduggio con Colzano,N         ,2011-01-01T00:00:00.000,
104924,Biossido di Azoto,µg/m³,101537,NO2 Verano Brianza,MB,Verano Brianza,N         ,2011-01-01T00:00:00.000,
104925,Ozono,µg/m³,101537,O3 Verano Brianza,MB,Verano Brianza,N         ,2011-01-01T00:00:00.000,
104926,PM10,µg/m³,101537,PM10 Verano Brianza,MB,Verano Brianza,N         ,2011-01-01T00:00:00.000,
104927,Biossido di Azoto,µg/m³,101538,NO2 Villasanta,MB,Villasanta,N         ,2011-01-01T00:00:00.000,
104928,Ozono,µg/m³,101538,O3 Villasanta,MB,Villasanta,N         ,2011-01-01T00:00:00.000,
104929,PM10,µg/m³,101538,PM10 Villasanta,MB,Villasanta,N         ,2011-01-01T00:00:00.000,
104930,Biossido di Azoto,µg/m³,101539,NO2 Vimercate,MB,Vimercate,N         ,2011-01-01T00:00:00.000,
104931,Ozono,µg/m³,101539,O3 Vimercate,MB,Vimercate,N         ,2011-01-01T00:00:00.000,
104932,PM10,µg/m³,101539,PM10 Vimercate,MB,Vimercate,N         ,2011-01-01T00:00:00.000,
104933,Biossido di Azoto,µg/m³,101540,NO2 Busnago,MB,Busnago,N         ,2011-01-01T00:00:00.000,
104934,Ozono,µg/m³,101540,O3 Busnago,MB,Busnago,N         ,2011-01-01T00:00:00.000,
104935,PM10,µg/m³,101540,PM10 Busnago,MB,Busnago,N         ,2011-01-01T00:00:00.000,
104936,Biossido di Azoto,µg/m³,101541,NO2 Caponago,MB,Caponago,N         ,2011-01-01T00:00:00.000,
104937,Ozono,µg/m³,101541,O3 Caponago,MB,Caponago,N         ,2011-01-01T00:00:00.000,
104938,PM10,µg/m³,101541,PM10 Caponago,MB,Caponago,N         ,2011-01-01T00:00:00.000,
104939,Biossido di Azoto,µg/m³,101542,NO2 Cornate d'Adda,MB,Cornate d'Adda,N         ,2011-01-01T00:00:00.000,
104940,Ozono,µg/m³,101542,O3 Cornate d'Adda,MB,Cornate d'Adda,N         ,2011-01-01T00:00:00.000,
104941,PM10,µg/m³,101542,PM10 Cornate d'Adda,MB,Cornate d'Adda,N         ,2011-01-01T00:00:00.000,
104942,Biossido di Azoto,µg/m³,101543,NO2 Lentate sul Seveso,MB,Lentate sul Seveso,N         ,2011-01-01T00:00:00.000,
104943,Ozono,µg/m³,101543,O3 Lentate sul Seveso,MB,Lentate sul Seveso,N         ,2011-01-01T00:00:00.000,
104944,PM10,µg/m³,101543,PM10 Lentate sul Seveso,MB,Lentate sul Seveso,N         ,2011-01-01T00:00:00.000,
104945,Biossido di Azoto,µg/m³,101544,NO2 Roncello,MB,Roncello,N         ,2011-01-01T00:00:00.000,
104946,Ozono,µg/m³,101544,O3 Roncello,MB,Roncello,N         ,2011-01-01T00:00:00.000,
104947,PM10,µg/m³,101544,PM10 Roncello,MB,Roncello,N         ,2011-01-01T00:00:00.000,
104961,Particelle sospese PM2.5,µg/m³,100001,PM2.5 Agra,VA,Agra,N         ,2016-01-01T00:00:00.000,
104962,Particelle sospese PM2.5,µg/m³,100002,PM2.5 Albizzate,VA,Albizzate,N         ,2016-01-01T00:00:00.000,
104963,Particelle sospese PM2.5,µg/m³,100003,PM2.5 Angera,VA,Angera,N         ,2016-01-01T00:00:00.000,
104964,Particelle sospese PM2.5,µg/m³,100004,PM2.5 Arcisate,VA,Arcisate,N         ,2016-01-01T00:00:00.000,
104965,Particelle sospese PM2.5,µg/m³,100005,PM2.5 Arsago Seprio,VA,Arsago Seprio,N         ,2016-01-01T00:00:00.000,
104966,Particelle sospese PM2.5,µg/m³,100006,PM2.5 Azzate,VA,Azzate,N         ,2016-01-01T00:00:00.000,
104967,Particelle sospese PM2.5,µg/m³,100007,PM2.5 Azzio,VA,Azzio,N         ,2016-01-01T00:00:00.000,
104968,Particelle sospese PM2.5,µg/m³,100008,PM2.5 Barasso,VA,Barasso,N         ,2016-01-01T00:00:00.000,
104969,Particelle sospese PM2.5,µg/m³,100009,PM2.5 Bardello,VA,Bardello,S         ,2016-01-01T00:00:00.000,2025-02-14T00:00:00.000
104970,Particelle sospese PM2.5,µg/m³,100010,PM2.5 Bedero Valcuvia,VA,Bedero Valcuvia,N         ,2016-01-01T00:00:00.000,
104971,Particelle sospese PM2.5,µg/m³,100011,PM2.5 Besano,VA,Besano,N         ,2016-01-01T00:00:00.000,
104972,Particelle sospese PM2.5,µg/m³,100012,PM2.5 Besnate,VA,Besnate,N         ,2016-01-01T00:00:00.000,
104973,Particelle sospese PM2.5,µg/m³,100013,PM2.5 Besozzo,VA,Besozzo,N         ,2016-01-01T00:00:00.000,
104974,Particelle sospese PM2.5,µg/m³,100014,PM2.5 Biandronno,VA,Biandronno,N         ,2016-01-01T00:00:00.000,
104975,Particelle sospese PM2.5,µg/m³,100015,PM2.5 Bisuschio,VA,Bisuschio,N         ,2016-01-01T00:00:00.000,
104976,Particelle sospese PM2.5,µg/m³,100016,PM2.5 Bodio Lomnago,VA,Bodio Lomnago,N         ,2016-01-01T00:00:00.000,
104977,Particelle sospese PM2.5,µg/m³,100017,PM2.5 Brebbia,VA,Brebbia,N         ,2016-01-01T00:00:00.000,
104978,Particelle sospese PM2.5,µg/m³,100018,PM2.5 Bregano,VA,Bregano,S         ,2016-01-01T00:00:00.000,2025-02-14T00:00:00.000
104979,Particelle sospese PM2.5,µg/m³,100019,PM2.5 Brenta,VA,Brenta,N         ,2016-01-01T00:00:00.000,
106218,Particelle sospese PM2.5,µg/m³,101153,PM2.5 Zinasco,PV,Zinasco,N         ,2016-01-01T00:00:00.000,
104980,Particelle sospese PM2.5,µg/m³,100020,PM2.5 Brezzo di Bedero,VA,Brezzo di Bedero,N         ,2016-01-01T00:00:00.000,
104981,Particelle sospese PM2.5,µg/m³,100021,PM2.5 Brinzio,VA,Brinzio,N         ,2016-01-01T00:00:00.000,
104982,Particelle sospese PM2.5,µg/m³,100022,PM2.5 Brissago-Valtravaglia,VA,Brissago-Valtravaglia,N         ,2016-01-01T00:00:00.000,
104983,Particelle sospese PM2.5,µg/m³,100023,PM2.5 Brunello,VA,Brunello,N         ,2016-01-01T00:00:00.000,
104984,Particelle sospese PM2.5,µg/m³,100024,PM2.5 Brusimpiano,VA,Brusimpiano,N         ,2016-01-01T00:00:00.000,
104985,Particelle sospese PM2.5,µg/m³,100025,PM2.5 Buguggiate,VA,Buguggiate,N         ,2016-01-01T00:00:00.000,
104986,Particelle sospese PM2.5,µg/m³,100026,PM2.5 Busto Arsizio,VA,Busto Arsizio,N         ,2016-01-01T00:00:00.000,
104987,Particelle sospese PM2.5,µg/m³,100027,PM2.5 Cadegliano-Viconago,VA,Cadegliano-Viconago,N         ,2016-01-01T00:00:00.000,
104988,Particelle sospese PM2.5,µg/m³,100028,PM2.5 Cadrezzate,VA,Cadrezzate,S         ,2016-01-01T00:00:00.000,2022-11-17T00:00:00.000
104989,Particelle sospese PM2.5,µg/m³,100029,PM2.5 Cairate,VA,Cairate,N         ,2016-01-01T00:00:00.000,
104990,Particelle sospese PM2.5,µg/m³,100030,PM2.5 Cantello,VA,Cantello,N         ,2016-01-01T00:00:00.000,
104991,Particelle sospese PM2.5,µg/m³,100031,PM2.5 Caravate,VA,Caravate,N         ,2016-01-01T00:00:00.000,
104992,Particelle sospese PM2.5,µg/m³,100032,PM2.5 Cardano al Campo,VA,Cardano al Campo,N         ,2016-01-01T00:00:00.000,
104993,Particelle sospese PM2.5,µg/m³,100033,PM2.5 Carnago,VA,Carnago,N         ,2016-01-01T00:00:00.000,
104994,Particelle sospese PM2.5,µg/m³,100034,PM2.5 Caronno Pertusella,VA,Caronno Pertusella,N         ,2016-01-01T00:00:00.000,
104995,Particelle sospese PM2.5,µg/m³,100035,PM2.5 Caronno Varesino,VA,Caronno Varesino,N         ,2016-01-01T00:00:00.000,
104996,Particelle sospese PM2.5,µg/m³,100036,PM2.5 Casale Litta,VA,Casale Litta,N         ,2016-01-01T00:00:00.000,
104997,Particelle sospese PM2.5,µg/m³,100037,PM2.5 Casalzuigno,VA,Casalzuigno,N         ,2016-01-01T00:00:00.000,
104998,Particelle sospese PM2.5,µg/m³,100038,PM2.5 Casciago,VA,Casciago,N         ,2016-01-01T00:00:00.000,
104999,Particelle sospese PM2.5,µg/m³,100039,PM2.5 Casorate Sempione,VA,Casorate Sempione,N         ,2016-01-01T00:00:00.000,
105000,Particelle sospese PM2.5,µg/m³,100040,PM2.5 Cassano Magnago,VA,Cassano Magnago,N         ,2016-01-01T00:00:00.000,
105001,Particelle sospese PM2.5,µg/m³,100041,PM2.5 Cassano Valcuvia,VA,Cassano Valcuvia,N         ,2016-01-01T00:00:00.000,
105002,Particelle sospese PM2.5,µg/m³,100042,PM2.5 Castellanza,VA,Castellanza,N         ,2016-01-01T00:00:00.000,
105003,Particelle sospese PM2.5,µg/m³,100043,PM2.5 Castello Cabiaglio,VA,Castello Cabiaglio,N         ,2016-01-01T00:00:00.000,
105004,Particelle sospese PM2.5,µg/m³,100044,PM2.5 Castelseprio,VA,Castelseprio,N         ,2016-01-01T00:00:00.000,
105005,Particelle sospese PM2.5,µg/m³,100045,PM2.5 Castelveccana,VA,Castelveccana,N         ,2016-01-01T00:00:00.000,
105006,Particelle sospese PM2.5,µg/m³,100046,PM2.5 Castiglione Olona,VA,Castiglione Olona,N         ,2016-01-01T00:00:00.000,
105007,Particelle sospese PM2.5,µg/m³,100047,PM2.5 Castronno,VA,Castronno,N         ,2016-01-01T00:00:00.000,
105008,Particelle sospese PM2.5,µg/m³,100048,PM2.5 Cavaria con Premezzo,VA,Cavaria con Premezzo,N         ,2016-01-01T00:00:00.000,
105009,Particelle sospese PM2.5,µg/m³,100049,PM2.5 Cazzago Brabbia,VA,Cazzago Brabbia,N         ,2016-01-01T00:00:00.000,
105010,Particelle sospese PM2.5,µg/m³,100050,PM2.5 Cislago,VA,Cislago,N         ,2016-01-01T00:00:00.000,
105011,Particelle sospese PM2.5,µg/m³,100051,PM2.5 Cittiglio,VA,Cittiglio,N         ,2016-01-01T00:00:00.000,
105012,Particelle sospese PM2.5,µg/m³,100052,PM2.5 Clivio,VA,Clivio,N         ,2016-01-01T00:00:00.000,
105013,Particelle sospese PM2.5,µg/m³,100053,PM2.5 Cocquio-Trevisago,VA,Cocquio-Trevisago,N         ,2016-01-01T00:00:00.000,
105014,Particelle sospese PM2.5,µg/m³,100054,PM2.5 Comabbio,VA,Comabbio,N         ,2016-01-01T00:00:00.000,
105015,Particelle sospese PM2.5,µg/m³,100055,PM2.5 Comerio,VA,Comerio,N         ,2016-01-01T00:00:00.000,
105016,Particelle sospese PM2.5,µg/m³,100056,PM2.5 Cremenaga,VA,Cremenaga,N         ,2016-01-01T00:00:00.000,
105017,Particelle sospese PM2.5,µg/m³,100057,PM2.5 Crosio della Valle,VA,Crosio della Valle,N         ,2016-01-01T00:00:00.000,
105018,Particelle sospese PM2.5,µg/m³,100058,PM2.5 Cuasso al Monte,VA,Cuasso al Monte,N         ,2016-01-01T00:00:00.000,
105019,Particelle sospese PM2.5,µg/m³,100059,PM2.5 Cugliate-Fabiasco,VA,Cugliate-Fabiasco,N         ,2016-01-01T00:00:00.000,
105020,Particelle sospese PM2.5,µg/m³,100060,PM2.5 Cunardo,VA,Cunardo,N         ,2016-01-01T00:00:00.000,
105021,Particelle sospese PM2.5,µg/m³,100061,PM2.5 Curiglia con Monteviasco,VA,Curiglia con Monteviasco,N         ,2016-01-01T00:00:00.000,
105022,Particelle sospese PM2.5,µg/m³,100062,PM2.5 Cuveglio,VA,Cuveglio,N         ,2016-01-01T00:00:00.000,
105023,Particelle sospese PM2.5,µg/m³,100063,PM2.5 Cuvio,VA,Cuvio,N         ,2016-01-01T00:00:00.000,
105024,Particelle sospese PM2.5,µg/m³,100064,PM2.5 Daverio,VA,Daverio,N         ,2016-01-01T00:00:00.000,
105025,Particelle sospese PM2.5,µg/m³,100065,PM2.5 Dumenza,VA,Dumenza,N         ,2016-01-01T00:00:00.000,
105026,Particelle sospese PM2.5,µg/m³,100066,PM2.5 Duno,VA,Duno,N         ,2016-01-01T00:00:00.000,
105027,Particelle sospese PM2.5,µg/m³,100067,PM2.5 Fagnano Olona,VA,Fagnano Olona,N         ,2016-01-01T00:00:00.000,
105028,Particelle sospese PM2.5,µg/m³,100068,PM2.5 Ferno,VA,Ferno,N         ,2016-01-01T00:00:00.000,
105029,Particelle sospese PM2.5,µg/m³,100069,PM2.5 Ferrera di Varese,VA,Ferrera di Varese,N         ,2016-01-01T00:00:00.000,
105030,Particelle sospese PM2.5,µg/m³,100070,PM2.5 Gallarate,VA,Gallarate,N         ,2016-01-01T00:00:00.000,
105031,Particelle sospese PM2.5,µg/m³,100071,PM2.5 Galliate Lombardo,VA,Galliate Lombardo,N         ,2016-01-01T00:00:00.000,
105032,Particelle sospese PM2.5,µg/m³,100072,PM2.5 Gavirate,VA,Gavirate,N         ,2016-01-01T00:00:00.000,
105033,Particelle sospese PM2.5,µg/m³,100073,PM2.5 Gazzada Schianno,VA,Gazzada Schianno,N         ,2016-01-01T00:00:00.000,
105034,Particelle sospese PM2.5,µg/m³,100074,PM2.5 Gemonio,VA,Gemonio,N         ,2016-01-01T00:00:00.000,
