idsensore,nometiposensore,unitamisura,idstazione,sensore,provincia,comune,storico,datastart,datastop
105035,Particelle sospese PM2.5,µg/m³,100075,PM2.5 Gerenzano,VA,Gerenzano,N         ,2016-01-01T00:00:00.000,
105036,Particelle sospese PM2.5,µg/m³,100076,PM2.5 Germignaga,VA,Germignaga,N         ,2016-01-01T00:00:00.000,
105037,Particelle sospese PM2.5,µg/m³,100077,PM2.5 Golasecca,VA,Golasecca,N         ,2016-01-01T00:00:00.000,
105038,Particelle sospese PM2.5,µg/m³,100078,PM2.5 Gorla Maggiore,VA,Gorla Maggiore,N         ,2016-01-01T00:00:00.000,
105039,Particelle sospese PM2.5,µg/m³,100079,PM2.5 Gorla Minore,VA,Gorla Minore,N         ,2016-01-01T00:00:00.000,
105040,Particelle sospese PM2.5,µg/m³,100080,PM2.5 Gornate Olona,VA,Gornate Olona,N         ,2016-01-01T00:00:00.000,
105041,Particelle sospese PM2.5,µg/m³,100081,PM2.5 Grantola,VA,Grantola,N         ,2016-01-01T00:00:00.000,
105042,Particelle sospese PM2.5,µg/m³,100082,PM2.5 Inarzo,VA,Inarzo,N         ,2016-01-01T00:00:00.000,
105043,Particelle sospese PM2.5,µg/m³,100083,PM2.5 Induno Olona,VA,Induno Olona,N         ,2016-01-01T00:00:00.000,
105044,Particelle sospese PM2.5,µg/m³,100084,PM2.5 Ispra,VA,Ispra,N         ,2016-01-01T00:00:00.000,
105045,Particelle sospese PM2.5,µg/m³,100085,PM2.5 Jerago con Orago,VA,Jerago con Orago,N         ,2016-01-01T00:00:00.000,
105046,Particelle sospese PM2.5,µg/m³,100086,PM2.5 Lavena Ponte Tresa,VA,Lavena Ponte Tresa,N         ,2016-01-01T00:00:00.000,
105047,Particelle sospese PM2.5,µg/m³,100087,PM2.5 Laveno-Mombello,VA,Laveno-Mombello,N         ,2016-01-01T00:00:00.000,
105048,Particelle sospese PM2.5,µg/m³,100088,PM2.5 Leggiuno,VA,Leggiuno,N         ,2016-01-01T00:00:00.000,
105049,Particelle sospese PM2.5,µg/m³,100089,PM2.5 Lonate Ceppino,VA,Lonate Ceppino,N         ,2016-01-01T00:00:00.000,
105050,Particelle sospese PM2.5,µg/m³,100090,PM2.5 Lonate Pozzolo,VA,Lonate Pozzolo,N         ,2016-01-01T00:00:00.000,
105051,Particelle sospese PM2.5,µg/m³,100091,PM2.5 Lozza,VA,Lozza,N         ,2016-01-01T00:00:00.000,
105052,Particelle sospese PM2.5,µg/m³,100092,PM2.5 Luino,VA,Luino,N         ,2016-01-01T00:00:00.000,
105053,Particelle sospese PM2.5,µg/m³,100093,PM2.5 Luvinate,VA,Luvinate,N         ,2016-01-01T00:00:00.000,
105054,Particelle sospese PM2.5,µg/m³,100094,PM2.5 Maccagno,VA,Maccagno,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105055,Particelle sospese PM2.5,µg/m³,100095,PM2.5 Malgesso,VA,Malgesso,S         ,2016-01-01T00:00:00.000,2025-02-14T00:00:00.000
105056,Particelle sospese PM2.5,µg/m³,100096,PM2.5 Malnate,VA,Malnate,N         ,2016-01-01T00:00:00.000,
105057,Particelle sospese PM2.5,µg/m³,100097,PM2.5 Marchirolo,VA,Marchirolo,N         ,2016-01-01T00:00:00.000,
105058,Particelle sospese PM2.5,µg/m³,100098,PM2.5 Marnate,VA,Marnate,N         ,2016-01-01T00:00:00.000,
105059,Particelle sospese PM2.5,µg/m³,100099,PM2.5 Marzio,VA,Marzio,N         ,2016-01-01T00:00:00.000,
105060,Particelle sospese PM2.5,µg/m³,100100,PM2.5 Masciago Primo,VA,Masciago Primo,N         ,2016-01-01T00:00:00.000,
105061,Particelle sospese PM2.5,µg/m³,100101,PM2.5 Mercallo,VA,Mercallo,N         ,2016-01-01T00:00:00.000,
105062,Particelle sospese PM2.5,µg/m³,100102,PM2.5 Mesenzana,VA,Mesenzana,N         ,2016-01-01T00:00:00.000,
105063,Particelle sospese PM2.5,µg/m³,100103,PM2.5 Montegrino Valtravaglia,VA,Montegrino Valtravaglia,N         ,2016-01-01T00:00:00.000,
105064,Particelle sospese PM2.5,µg/m³,100104,PM2.5 Monvalle,VA,Monvalle,N         ,2016-01-01T00:00:00.000,
105065,Particelle sospese PM2.5,µg/m³,100105,PM2.5 Morazzone,VA,Morazzone,N         ,2016-01-01T00:00:00.000,
105066,Particelle sospese PM2.5,µg/m³,100106,PM2.5 Mornago,VA,Mornago,N         ,2016-01-01T00:00:00.000,
105067,Particelle sospese PM2.5,µg/m³,100107,PM2.5 Oggiona con Santo Stefano,VA,Oggiona con Santo Stefano,N         ,2016-01-01T00:00:00.000,
105068,Particelle sospese PM2.5,µg/m³,100108,PM2.5 Olgiate Olona,VA,Olgiate Olona,N         ,2016-01-01T00:00:00.000,
105069,Particelle sospese PM2.5,µg/m³,100109,PM2.5 Origgio,VA,Origgio,N         ,2016-01-01T00:00:00.000,
105070,Particelle sospese PM2.5,µg/m³,100110,PM2.5 Orino,VA,Orino,N         ,2016-01-01T00:00:00.000,
105071,Particelle sospese PM2.5,µg/m³,100111,PM2.5 Osmate,VA,Osmate,S         ,2016-01-01T00:00:00.000,2022-11-17T00:00:00.000
105072,Particelle sospese PM2.5,µg/m³,100112,PM2.5 Pino sulla Sponda del Lago Maggiore,VA,Pino sulla Sponda del Lago Maggiore,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105073,Particelle sospese PM2.5,µg/m³,100113,PM2.5 Porto Ceresio,VA,Porto Ceresio,N         ,2016-01-01T00:00:00.000,
105074,Particelle sospese PM2.5,µg/m³,100114,PM2.5 Porto Valtravaglia,VA,Porto Valtravaglia,N         ,2016-01-01T00:00:00.000,
105075,Particelle sospese PM2.5,µg/m³,100115,PM2.5 Rancio Valcuvia,VA,Rancio Valcuvia,N         ,2016-01-01T00:00:00.000,
105076,Particelle sospese PM2.5,µg/m³,100116,PM2.5 Ranco,VA,Ranco,N         ,2016-01-01T00:00:00.000,
105077,Particelle sospese PM2.5,µg/m³,100117,PM2.5 Saltrio,VA,Saltrio,N         ,2016-01-01T00:00:00.000,
105078,Particelle sospese PM2.5,µg/m³,100118,PM2.5 Samarate,VA,Samarate,N         ,2016-01-01T00:00:00.000,
105079,Particelle sospese PM2.5,µg/m³,100119,PM2.5 Saronno,VA,Saronno,N         ,2016-01-01T00:00:00.000,
105080,Particelle sospese PM2.5,µg/m³,100120,PM2.5 Sesto Calende,VA,Sesto Calende,N         ,2016-01-01T00:00:00.000,
105081,Particelle sospese PM2.5,µg/m³,100121,PM2.5 Solbiate Arno,VA,Solbiate Arno,N         ,2016-01-01T00:00:00.000,
105082,Particelle sospese PM2.5,µg/m³,100122,PM2.5 Solbiate Olona,VA,Solbiate Olona,N         ,2016-01-01T00:00:00.000,
105083,Particelle sospese PM2.5,µg/m³,100123,PM2.5 Somma Lombardo,VA,Somma Lombardo,N         ,2016-01-01T00:00:00.000,
105084,Particelle sospese PM2.5,µg/m³,100124,PM2.5 Sumirago,VA,Sumirago,N         ,2016-01-01T00:00:00.000,
105085,Particelle sospese PM2.5,µg/m³,100125,PM2.5 Taino,VA,Taino,N         ,2016-01-01T00:00:00.000,
105086,Particelle sospese PM2.5,µg/m³,100126,PM2.5 Ternate,VA,Ternate,N         ,2016-01-01T00:00:00.000,
105087,Particelle sospese PM2.5,µg/m³,100127,PM2.5 Tradate,VA,Tradate,N         ,2016-01-01T00:00:00.000,
105088,Particelle sospese PM2.5,µg/m³,100128,PM2.5 Travedona-Monate,VA,Travedona-Monate,N         ,2016-01-01T00:00:00.000,
105089,Particelle sospese PM2.5,µg/m³,100129,PM2.5 Tronzano Lago Maggiore,VA,Tronzano Lago Maggiore,N         ,2016-01-01T00:00:00.000,
105090,Particelle sospese PM2.5,µg/m³,100130,PM2.5 Uboldo,VA,Uboldo,N         ,2016-01-01T00:00:00.000,
105091,Particelle sospese PM2.5,µg/m³,100131,PM2.5 Valganna,VA,Valganna,N         ,2016-01-01T00:00:00.000,
105092,Particelle sospese PM2.5,µg/m³,100132,PM2.5 Varano Borghi,VA,Varano Borghi,N         ,2016-01-01T00:00:00.000,
105093,Particelle sospese PM2.5,µg/m³,100133,PM2.5 Varese,VA,Varese,N         ,2016-01-01T00:00:00.000,
105094,Particelle sospese PM2.5,µg/m³,100134,PM2.5 Vedano Olona,VA,Vedano Olona,N         ,2016-01-01T00:00:00.000,
105095,Particelle sospese PM2.5,µg/m³,100135,PM2.5 Veddasca,VA,Veddasca,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105096,Particelle sospese PM2.5,µg/m³,100136,PM2.5 Venegono Inferiore,VA,Venegono Inferiore,N         ,2016-01-01T00:00:00.000,
105097,Particelle sospese PM2.5,µg/m³,100137,PM2.5 Venegono Superiore,VA,Venegono Superiore,N         ,2016-01-01T00:00:00.000,
105098,Particelle sospese PM2.5,µg/m³,100138,PM2.5 Vergiate,VA,Vergiate,N         ,2016-01-01T00:00:00.000,
105099,Particelle sospese PM2.5,µg/m³,100139,PM2.5 Viggiù,VA,Viggiù,N         ,2016-01-01T00:00:00.000,
105100,Particelle sospese PM2.5,µg/m³,100140,PM2.5 Vizzola Ticino,VA,Vizzola Ticino,N         ,2016-01-01T00:00:00.000,
105101,Particelle sospese PM2.5,µg/m³,100141,PM2.5 Sangiano,VA,Sangiano,N         ,2016-01-01T00:00:00.000,
105102,Particelle sospese PM2.5,µg/m³,100142,PM2.5 Albavilla,CO,Albavilla,N         ,2016-01-01T00:00:00.000,
105103,Particelle sospese PM2.5,µg/m³,100143,PM2.5 Albese con Cassano,CO,Albese con Cassano,N         ,2016-01-01T00:00:00.000,
105104,Particelle sospese PM2.5,µg/m³,100144,PM2.5 Albiolo,CO,Albiolo,N         ,2016-01-01T00:00:00.000,
105105,Particelle sospese PM2.5,µg/m³,100145,PM2.5 Alserio,CO,Alserio,N         ,2016-01-01T00:00:00.000,
105106,Particelle sospese PM2.5,µg/m³,100146,PM2.5 Alzate Brianza,CO,Alzate Brianza,N         ,2016-01-01T00:00:00.000,
105107,Particelle sospese PM2.5,µg/m³,100147,PM2.5 Anzano del Parco,CO,Anzano del Parco,N         ,2016-01-01T00:00:00.000,
105108,Particelle sospese PM2.5,µg/m³,100148,PM2.5 Appiano Gentile,CO,Appiano Gentile,N         ,2016-01-01T00:00:00.000,
105109,Particelle sospese PM2.5,µg/m³,100149,PM2.5 Argegno,CO,Argegno,N         ,2016-01-01T00:00:00.000,
105110,Particelle sospese PM2.5,µg/m³,100150,PM2.5 Arosio,CO,Arosio,N         ,2016-01-01T00:00:00.000,
105111,Particelle sospese PM2.5,µg/m³,100151,PM2.5 Asso,CO,Asso,N         ,2016-01-01T00:00:00.000,
105112,Particelle sospese PM2.5,µg/m³,100152,PM2.5 Barni,CO,Barni,N         ,2016-01-01T00:00:00.000,
105113,Particelle sospese PM2.5,µg/m³,100153,PM2.5 Bellagio,CO,Bellagio,N         ,2016-01-01T00:00:00.000,
105114,Particelle sospese PM2.5,µg/m³,100154,PM2.5 Bene Lario,CO,Bene Lario,N         ,2016-01-01T00:00:00.000,
105115,Particelle sospese PM2.5,µg/m³,100155,PM2.5 Beregazzo con Figliaro,CO,Beregazzo con Figliaro,N         ,2016-01-01T00:00:00.000,
105116,Particelle sospese PM2.5,µg/m³,100156,PM2.5 Binago,CO,Binago,N         ,2016-01-01T00:00:00.000,
105117,Particelle sospese PM2.5,µg/m³,100157,PM2.5 Bizzarone,CO,Bizzarone,N         ,2016-01-01T00:00:00.000,
105118,Particelle sospese PM2.5,µg/m³,100158,PM2.5 Blessagno,CO,Blessagno,N         ,2016-01-01T00:00:00.000,
105119,Particelle sospese PM2.5,µg/m³,100159,PM2.5 Blevio,CO,Blevio,N         ,2016-01-01T00:00:00.000,
105120,Particelle sospese PM2.5,µg/m³,100160,PM2.5 Bregnano,CO,Bregnano,N         ,2016-01-01T00:00:00.000,
105121,Particelle sospese PM2.5,µg/m³,100161,PM2.5 Brenna,CO,Brenna,N         ,2016-01-01T00:00:00.000,
105122,Particelle sospese PM2.5,µg/m³,100162,PM2.5 Brienno,CO,Brienno,N         ,2016-01-01T00:00:00.000,
105123,Particelle sospese PM2.5,µg/m³,100163,PM2.5 Brunate,CO,Brunate,N         ,2016-01-01T00:00:00.000,
105124,Particelle sospese PM2.5,µg/m³,100164,PM2.5 Bulgarograsso,CO,Bulgarograsso,N         ,2016-01-01T00:00:00.000,
105125,Particelle sospese PM2.5,µg/m³,100165,PM2.5 Cabiate,CO,Cabiate,N         ,2016-01-01T00:00:00.000,
105126,Particelle sospese PM2.5,µg/m³,100166,PM2.5 Cadorago,CO,Cadorago,N         ,2016-01-01T00:00:00.000,
105127,Particelle sospese PM2.5,µg/m³,100167,PM2.5 Caglio,CO,Caglio,N         ,2016-01-01T00:00:00.000,
105128,Particelle sospese PM2.5,µg/m³,100168,PM2.5 Cagno,CO,Cagno,S         ,2016-01-01T00:00:00.000,2022-11-17T00:00:00.000
105129,Particelle sospese PM2.5,µg/m³,100169,PM2.5 Campione d'Italia,CO,Campione d'Italia,N         ,2016-01-01T00:00:00.000,
105130,Particelle sospese PM2.5,µg/m³,100170,PM2.5 Cantù,CO,Cantù,N         ,2016-01-01T00:00:00.000,
105131,Particelle sospese PM2.5,µg/m³,100171,PM2.5 Canzo,CO,Canzo,N         ,2016-01-01T00:00:00.000,
105132,Particelle sospese PM2.5,µg/m³,100172,PM2.5 Capiago Intimiano,CO,Capiago Intimiano,N         ,2016-01-01T00:00:00.000,
105133,Particelle sospese PM2.5,µg/m³,100173,PM2.5 Carate Urio,CO,Carate Urio,N         ,2016-01-01T00:00:00.000,
105134,Particelle sospese PM2.5,µg/m³,100174,PM2.5 Carbonate,CO,Carbonate,N         ,2016-01-01T00:00:00.000,
105135,Particelle sospese PM2.5,µg/m³,100175,PM2.5 Carimate,CO,Carimate,N         ,2016-01-01T00:00:00.000,
105136,Particelle sospese PM2.5,µg/m³,100176,PM2.5 Carlazzo,CO,Carlazzo,N         ,2016-01-01T00:00:00.000,
105137,Particelle sospese PM2.5,µg/m³,100177,PM2.5 Carugo,CO,Carugo,N         ,2016-01-01T00:00:00.000,
105138,Particelle sospese PM2.5,µg/m³,100178,PM2.5 Casasco d'Intelvi,CO,Casasco d'Intelvi,S         ,2016-01-01T00:00:00.000,2022-11-17T00:00:00.000
105139,Particelle sospese PM2.5,µg/m³,100179,PM2.5 Caslino d'Erba,CO,Caslino d'Erba,N         ,2016-01-01T00:00:00.000,
105140,Particelle sospese PM2.5,µg/m³,100180,PM2.5 Casnate con Bernate,CO,Casnate con Bernate,N         ,2016-01-01T00:00:00.000,
105141,Particelle sospese PM2.5,µg/m³,100181,PM2.5 Cassina Rizzardi,CO,Cassina Rizzardi,N         ,2016-01-01T00:00:00.000,
105142,Particelle sospese PM2.5,µg/m³,100182,PM2.5 Castelmarte,CO,Castelmarte,N         ,2016-01-01T00:00:00.000,
105143,Particelle sospese PM2.5,µg/m³,100183,PM2.5 Castelnuovo Bozzente,CO,Castelnuovo Bozzente,N         ,2016-01-01T00:00:00.000,
105144,Particelle sospese PM2.5,µg/m³,100184,PM2.5 Castiglione d'Intelvi,CO,Castiglione d'Intelvi,S         ,2016-01-01T00:00:00.000,2022-11-17T00:00:00.000
105145,Particelle sospese PM2.5,µg/m³,100185,PM2.5 Cavallasca,CO,Cavallasca,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105146,Particelle sospese PM2.5,µg/m³,100186,PM2.5 Cavargna,CO,Cavargna,N         ,2016-01-01T00:00:00.000,
105147,Particelle sospese PM2.5,µg/m³,100187,PM2.5 Cerano d'Intelvi,CO,Cerano d'Intelvi,N         ,2016-01-01T00:00:00.000,
105148,Particelle sospese PM2.5,µg/m³,100188,PM2.5 Cermenate,CO,Cermenate,N         ,2016-01-01T00:00:00.000,
105149,Particelle sospese PM2.5,µg/m³,100189,PM2.5 Cernobbio,CO,Cernobbio,N         ,2016-01-01T00:00:00.000,
105150,Particelle sospese PM2.5,µg/m³,100190,PM2.5 Cirimido,CO,Cirimido,N         ,2016-01-01T00:00:00.000,
105151,Particelle sospese PM2.5,µg/m³,100191,PM2.5 Civenna,CO,Civenna,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105152,Particelle sospese PM2.5,µg/m³,100192,PM2.5 Claino con Osteno,CO,Claino con Osteno,N         ,2016-01-01T00:00:00.000,
105153,Particelle sospese PM2.5,µg/m³,100193,PM2.5 Colonno,CO,Colonno,N         ,2016-01-01T00:00:00.000,
105154,Particelle sospese PM2.5,µg/m³,100194,PM2.5 Como,CO,Como,N         ,2016-01-01T00:00:00.000,
105155,Particelle sospese PM2.5,µg/m³,100195,PM2.5 Corrido,CO,Corrido,N         ,2016-01-01T00:00:00.000,
105156,Particelle sospese PM2.5,µg/m³,100196,PM2.5 Cremia,CO,Cremia,N         ,2016-01-01T00:00:00.000,
105157,Particelle sospese PM2.5,µg/m³,100197,PM2.5 Cucciago,CO,Cucciago,N         ,2016-01-01T00:00:00.000,
105158,Particelle sospese PM2.5,µg/m³,100198,PM2.5 Cusino,CO,Cusino,N         ,2016-01-01T00:00:00.000,
105159,Particelle sospese PM2.5,µg/m³,100199,PM2.5 Dizzasco,CO,Dizzasco,N         ,2016-01-01T00:00:00.000,
105160,Particelle sospese PM2.5,µg/m³,100200,PM2.5 Domaso,CO,Domaso,N         ,2016-01-01T00:00:00.000,
105161,Particelle sospese PM2.5,µg/m³,100201,PM2.5 Dongo,CO,Dongo,N         ,2016-01-01T00:00:00.000,
105162,Particelle sospese PM2.5,µg/m³,100202,PM2.5 Dosso del Liro,CO,Dosso del Liro,N         ,2016-01-01T00:00:00.000,
105163,Particelle sospese PM2.5,µg/m³,100203,PM2.5 Drezzo,CO,Drezzo,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105164,Particelle sospese PM2.5,µg/m³,100204,PM2.5 Erba,CO,Erba,N         ,2016-01-01T00:00:00.000,
105165,Particelle sospese PM2.5,µg/m³,100205,PM2.5 Eupilio,CO,Eupilio,N         ,2016-01-01T00:00:00.000,
105166,Particelle sospese PM2.5,µg/m³,100206,PM2.5 Faggeto Lario,CO,Faggeto Lario,N         ,2016-01-01T00:00:00.000,
105167,Particelle sospese PM2.5,µg/m³,100207,PM2.5 Faloppio,CO,Faloppio,N         ,2016-01-01T00:00:00.000,
105168,Particelle sospese PM2.5,µg/m³,100208,PM2.5 Fenegrò,CO,Fenegrò,N         ,2016-01-01T00:00:00.000,
105169,Particelle sospese PM2.5,µg/m³,100209,PM2.5 Figino Serenza,CO,Figino Serenza,N         ,2016-01-01T00:00:00.000,
105170,Particelle sospese PM2.5,µg/m³,100210,PM2.5 Fino Mornasco,CO,Fino Mornasco,N         ,2016-01-01T00:00:00.000,
105171,Particelle sospese PM2.5,µg/m³,100211,PM2.5 Garzeno,CO,Garzeno,N         ,2016-01-01T00:00:00.000,
105172,Particelle sospese PM2.5,µg/m³,100212,PM2.5 Gera Lario,CO,Gera Lario,N         ,2016-01-01T00:00:00.000,
105173,Particelle sospese PM2.5,µg/m³,100213,PM2.5 Gironico,CO,Gironico,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105174,Particelle sospese PM2.5,µg/m³,100214,PM2.5 Grandate,CO,Grandate,N         ,2016-01-01T00:00:00.000,
105175,Particelle sospese PM2.5,µg/m³,100215,PM2.5 Grandola ed Uniti,CO,Grandola ed Uniti,N         ,2016-01-01T00:00:00.000,
105176,Particelle sospese PM2.5,µg/m³,100216,PM2.5 Griante,CO,Griante,N         ,2016-01-01T00:00:00.000,
105177,Particelle sospese PM2.5,µg/m³,100217,PM2.5 Guanzate,CO,Guanzate,N         ,2016-01-01T00:00:00.000,
105178,Particelle sospese PM2.5,µg/m³,100218,PM2.5 Inverigo,CO,Inverigo,N         ,2016-01-01T00:00:00.000,
105179,Particelle sospese PM2.5,µg/m³,100219,PM2.5 Laglio,CO,Laglio,N         ,2016-01-01T00:00:00.000,
105180,Particelle sospese PM2.5,µg/m³,100220,PM2.5 Laino,CO,Laino,N         ,2016-01-01T00:00:00.000,
105181,Particelle sospese PM2.5,µg/m³,100221,PM2.5 Lambrugo,CO,Lambrugo,N         ,2016-01-01T00:00:00.000,
105182,Particelle sospese PM2.5,µg/m³,100222,PM2.5 Lanzo d'Intelvi,CO,Lanzo d'Intelvi,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105183,Particelle sospese PM2.5,µg/m³,100223,PM2.5 Lasnigo,CO,Lasnigo,N         ,2016-01-01T00:00:00.000,
105184,Particelle sospese PM2.5,µg/m³,100224,PM2.5 Lenno,CO,Lenno,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105185,Particelle sospese PM2.5,µg/m³,100225,PM2.5 Lezzeno,CO,Lezzeno,N         ,2016-01-01T00:00:00.000,
105186,Particelle sospese PM2.5,µg/m³,100226,PM2.5 Limido Comasco,CO,Limido Comasco,N         ,2016-01-01T00:00:00.000,
105187,Particelle sospese PM2.5,µg/m³,100227,PM2.5 Lipomo,CO,Lipomo,N         ,2016-01-01T00:00:00.000,
105188,Particelle sospese PM2.5,µg/m³,100228,PM2.5 Livo,CO,Livo,N         ,2016-01-01T00:00:00.000,
105189,Particelle sospese PM2.5,µg/m³,100229,PM2.5 Locate Varesino,CO,Locate Varesino,N         ,2016-01-01T00:00:00.000,
105190,Particelle sospese PM2.5,µg/m³,100230,PM2.5 Lomazzo,CO,Lomazzo,N         ,2016-01-01T00:00:00.000,
105191,Particelle sospese PM2.5,µg/m³,100231,PM2.5 Longone al Segrino,CO,Longone al Segrino,N         ,2016-01-01T00:00:00.000,
105192,Particelle sospese PM2.5,µg/m³,100232,PM2.5 Luisago,CO,Luisago,N         ,2016-01-01T00:00:00.000,
105193,Particelle sospese PM2.5,µg/m³,100233,PM2.5 Lurago d'Erba,CO,Lurago d'Erba,N         ,2016-01-01T00:00:00.000,
105194,Particelle sospese PM2.5,µg/m³,100234,PM2.5 Lurago Marinone,CO,Lurago Marinone,N         ,2016-01-01T00:00:00.000,
105195,Particelle sospese PM2.5,µg/m³,100235,PM2.5 Lurate Caccivio,CO,Lurate Caccivio,N         ,2016-01-01T00:00:00.000,
105196,Particelle sospese PM2.5,µg/m³,100236,PM2.5 Magreglio,CO,Magreglio,N         ,2016-01-01T00:00:00.000,
105197,Particelle sospese PM2.5,µg/m³,100237,PM2.5 Mariano Comense,CO,Mariano Comense,N         ,2016-01-01T00:00:00.000,
105198,Particelle sospese PM2.5,µg/m³,100238,PM2.5 Maslianico,CO,Maslianico,N         ,2016-01-01T00:00:00.000,
105199,Particelle sospese PM2.5,µg/m³,100239,PM2.5 Menaggio,CO,Menaggio,N         ,2016-01-01T00:00:00.000,
105200,Particelle sospese PM2.5,µg/m³,100240,PM2.5 Merone,CO,Merone,N         ,2016-01-01T00:00:00.000,
105201,Particelle sospese PM2.5,µg/m³,100241,PM2.5 Mezzegra,CO,Mezzegra,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105202,Particelle sospese PM2.5,µg/m³,100242,PM2.5 Moltrasio,CO,Moltrasio,N         ,2016-01-01T00:00:00.000,
105203,Particelle sospese PM2.5,µg/m³,100243,PM2.5 Monguzzo,CO,Monguzzo,N         ,2016-01-01T00:00:00.000,
105204,Particelle sospese PM2.5,µg/m³,100244,PM2.5 Montano Lucino,CO,Montano Lucino,N         ,2016-01-01T00:00:00.000,
105205,Particelle sospese PM2.5,µg/m³,100245,PM2.5 Montemezzo,CO,Montemezzo,N         ,2016-01-01T00:00:00.000,
105206,Particelle sospese PM2.5,µg/m³,100246,PM2.5 Montorfano,CO,Montorfano,N         ,2016-01-01T00:00:00.000,
105207,Particelle sospese PM2.5,µg/m³,100247,PM2.5 Mozzate,CO,Mozzate,N         ,2016-01-01T00:00:00.000,
105208,Particelle sospese PM2.5,µg/m³,100248,PM2.5 Musso,CO,Musso,N         ,2016-01-01T00:00:00.000,
105209,Particelle sospese PM2.5,µg/m³,100249,PM2.5 Nesso,CO,Nesso,N         ,2016-01-01T00:00:00.000,
105210,Particelle sospese PM2.5,µg/m³,100250,PM2.5 Novedrate,CO,Novedrate,N         ,2016-01-01T00:00:00.000,
105211,Particelle sospese PM2.5,µg/m³,100251,PM2.5 Olgiate Comasco,CO,Olgiate Comasco,N         ,2016-01-01T00:00:00.000,
105212,Particelle sospese PM2.5,µg/m³,100252,PM2.5 Oltrona di San Mamette,CO,Oltrona di San Mamette,N         ,2016-01-01T00:00:00.000,
105213,Particelle sospese PM2.5,µg/m³,100253,PM2.5 Orsenigo,CO,Orsenigo,N         ,2016-01-01T00:00:00.000,
105214,Particelle sospese PM2.5,µg/m³,100254,PM2.5 Ossuccio,CO,Ossuccio,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105215,Particelle sospese PM2.5,µg/m³,100255,PM2.5 Parè,CO,Parè,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105216,Particelle sospese PM2.5,µg/m³,100256,PM2.5 Peglio,CO,Peglio,N         ,2016-01-01T00:00:00.000,
105217,Particelle sospese PM2.5,µg/m³,100257,PM2.5 Pellio Intelvi,CO,Pellio Intelvi,S         ,2016-01-01T00:00:00.000,2017-10-31T00:00:00.000
105218,Particelle sospese PM2.5,µg/m³,100258,PM2.5 Pianello del Lario,CO,Pianello del Lario,N         ,2016-01-01T00:00:00.000,
105219,Particelle sospese PM2.5,µg/m³,100259,PM2.5 Pigra,CO,Pigra,N         ,2016-01-01T00:00:00.000,
105220,Particelle sospese PM2.5,µg/m³,100260,PM2.5 Plesio,CO,Plesio,N         ,2016-01-01T00:00:00.000,
105221,Particelle sospese PM2.5,µg/m³,100261,PM2.5 Pognana Lario,CO,Pognana Lario,N         ,2016-01-01T00:00:00.000,
