idsensore,nometiposensore,unitamisura,idstazione,sensore,provincia,comune,storico,datastart,datastop,comune_norm
102196,PM10,µg/m³,100666,PM10 Palosco,BG,Palosco,N         ,2011-01-01T00:00:00.000,,Palosco
102197,Biossido di Azoto,µg/m³,100667,NO2 Parre,BG,Parre,N         ,2011-01-01T00:00:00.000,,Parre
102199,PM10,µg/m³,100667,PM10 Parre,BG,Parre,N         ,2011-01-01T00:00:00.000,,Parre
102200,Biossido di Azoto,µg/m³,100668,NO2 Parzanica,BG,Parzanica,N         ,2011-01-01T00:00:00.000,,Parzanica
102202,PM10,µg/m³,100668,PM10 Parzanica,BG,Parzanica,N         ,2011-01-01T00:00:00.000,,Parzanica
102203,Biossido di Azoto,µg/m³,100669,NO2 Pedrengo,BG,Pedrengo,N         ,2011-01-01T00:00:00.000,,Pedrengo
102205,PM10,µg/m³,100669,PM10 Pedrengo,BG,Pedrengo,N         ,2011-01-01T00:00:00.000,,Pedrengo
102206,Biossido di Azoto,µg/m³,100670,NO2 Peia,BG,Peia,N         ,2011-01-01T00:00:00.000,,Peia
102208,PM10,µg/m³,100670,PM10 Peia,BG,Peia,N         ,2011-01-01T00:00:00.000,,Peia
102209,Biossido di Azoto,µg/m³,100671,NO2 Pianico,BG,Pianico,N         ,2011-01-01T00:00:00.000,,Pianico
102211,PM10,µg/m³,100671,PM10 Pianico,BG,Pianico,N         ,2011-01-01T00:00:00.000,,Pianico
102212,Biossido di Azoto,µg/m³,100672,NO2 Piario,BG,Piario,N         ,2011-01-01T00:00:00.000,,Piario
102213,Biossido di Azoto,µg/m³,100672,NO2 Urbanizzato Piario,BG,Piario,N         ,2011-01-01T00:00:00.000,,Piario
102216,PM10,µg/m³,100672,PM10 Piario,BG,Piario,N         ,2011-01-01T00:00:00.000,,Piario
102217,PM10,µg/m³,100672,PM10 Urbanizzato Piario,BG,Piario,N         ,2011-01-01T00:00:00.000,,Piario
102218,Biossido di Azoto,µg/m³,100673,NO2 Piazza Brembana,BG,Piazza Brembana,N         ,2011-01-01T00:00:00.000,,Piazza Brembana
102219,Biossido di Azoto,µg/m³,100673,NO2 Urbanizzato Piazza Brembana,BG,Piazza Brembana,N         ,2011-01-01T00:00:00.000,,Piazza Brembana
102222,PM10,µg/m³,100673,PM10 Piazza Brembana,BG,Piazza Brembana,N         ,2011-01-01T00:00:00.000,,Piazza Brembana
102223,PM10,µg/m³,100673,PM10 Urbanizzato Piazza Brembana,BG,Piazza Brembana,N         ,2011-01-01T00:00:00.000,,Piazza Brembana
102224,Biossido di Azoto,µg/m³,100674,NO2 Piazzatorre,BG,Piazzatorre,N         ,2011-01-01T00:00:00.000,,Piazzatorre
102226,PM10,µg/m³,100674,PM10 Piazzatorre,BG,Piazzatorre,N         ,2011-01-01T00:00:00.000,,Piazzatorre
102227,Biossido di Azoto,µg/m³,100675,NO2 Piazzolo,BG,Piazzolo,N         ,2011-01-01T00:00:00.000,,Piazzolo
102229,PM10,µg/m³,100675,PM10 Piazzolo,BG,Piazzolo,N         ,2011-01-01T00:00:00.000,,Piazzolo
102230,Biossido di Azoto,µg/m³,100676,NO2 Pognano,BG,Pognano,N         ,2011-01-01T00:00:00.000,,Pognano
102232,PM10,µg/m³,100676,PM10 Pognano,BG,Pognano,N         ,2011-01-01T00:00:00.000,,Pognano
102233,Biossido di Azoto,µg/m³,100677,NO2 Ponte Nossa,BG,Ponte Nossa,N         ,2011-01-01T00:00:00.000,,Ponte Nossa
102234,Biossido di Azoto,µg/m³,100677,NO2 Urbanizzato Ponte Nossa,BG,Ponte Nossa,N         ,2011-01-01T00:00:00.000,,Ponte Nossa
102237,PM10,µg/m³,100677,PM10 Ponte Nossa,BG,Ponte Nossa,N         ,2011-01-01T00:00:00.000,,Ponte Nossa
102238,PM10,µg/m³,100677,PM10 Urbanizzato Ponte Nossa,BG,Ponte Nossa,N         ,2011-01-01T00:00:00.000,,Ponte Nossa
102239,Biossido di Azoto,µg/m³,100678,NO2 Ponteranica,BG,Ponteranica,N         ,2011-01-01T00:00:00.000,,Ponteranica
102241,PM10,µg/m³,100678,PM10 Ponteranica,BG,Ponteranica,N         ,2011-01-01T00:00:00.000,,Ponteranica
102242,Biossido di Azoto,µg/m³,100679,NO2 Ponte San Pietro,BG,Ponte San Pietro,N         ,2011-01-01T00:00:00.000,,Ponte San Pietro
102244,PM10,µg/m³,100679,PM10 Ponte San Pietro,BG,Ponte San Pietro,N         ,2011-01-01T00:00:00.000,,Ponte San Pietro
102245,Biossido di Azoto,µg/m³,100680,NO2 Pontida,BG,Pontida,N         ,2011-01-01T00:00:00.000,,Pontida
102247,PM10,µg/m³,100680,PM10 Pontida,BG,Pontida,N         ,2011-01-01T00:00:00.000,,Pontida
102248,Biossido di Azoto,µg/m³,100681,NO2 Pontirolo Nuovo,BG,Pontirolo Nuovo,N         ,2011-01-01T00:00:00.000,,Pontirolo Nuovo
102250,PM10,µg/m³,100681,PM10 Pontirolo Nuovo,BG,Pontirolo Nuovo,N         ,2011-01-01T00:00:00.000,,Pontirolo Nuovo
102251,Biossido di Azoto,µg/m³,100682,NO2 Pradalunga,BG,Pradalunga,N         ,2011-01-01T00:00:00.000,,Pradalunga
102253,PM10,µg/m³,100682,PM10 Pradalunga,BG,Pradalunga,N         ,2011-01-01T00:00:00.000,,Pradalunga
102254,Biossido di Azoto,µg/m³,100683,NO2 Predore,BG,Predore,N         ,2011-01-01T00:00:00.000,,Predore
102256,PM10,µg/m³,100683,PM10 Predore,BG,Predore,N         ,2011-01-01T00:00:00.000,,Predore
102257,Biossido di Azoto,µg/m³,100684,NO2 Premolo,BG,Premolo,N         ,2011-01-01T00:00:00.000,,Premolo
102259,PM10,µg/m³,100684,PM10 Premolo,BG,Premolo,N         ,2011-01-01T00:00:00.000,,Premolo
102260,Biossido di Azoto,µg/m³,100685,NO2 Presezzo,BG,Presezzo,N         ,2011-01-01T00:00:00.000,,Presezzo
102262,PM10,µg/m³,100685,PM10 Presezzo,BG,Presezzo,N         ,2011-01-01T00:00:00.000,,Presezzo
102263,Biossido di Azoto,µg/m³,100686,NO2 Pumenengo,BG,Pumenengo,N         ,2011-01-01T00:00:00.000,,Pumenengo
102265,PM10,µg/m³,100686,PM10 Pumenengo,BG,Pumenengo,N         ,2011-01-01T00:00:00.000,,Pumenengo
102266,Biossido di Azoto,µg/m³,100687,NO2 Ranica,BG,Ranica,N         ,2011-01-01T00:00:00.000,,Ranica
102268,PM10,µg/m³,100687,PM10 Ranica,BG,Ranica,N         ,2011-01-01T00:00:00.000,,Ranica
102269,Biossido di Azoto,µg/m³,100688,NO2 Ranzanico,BG,Ranzanico,N         ,2011-01-01T00:00:00.000,,Ranzanico
102271,PM10,µg/m³,100688,PM10 Ranzanico,BG,Ranzanico,N         ,2011-01-01T00:00:00.000,,Ranzanico
102272,Biossido di Azoto,µg/m³,100689,NO2 Riva di Solto,BG,Riva di Solto,N         ,2011-01-01T00:00:00.000,,Riva Di Solto
102274,PM10,µg/m³,100689,PM10 Riva di Solto,BG,Riva di Solto,N         ,2011-01-01T00:00:00.000,,Riva Di Solto
102275,Biossido di Azoto,µg/m³,100690,NO2 Rogno,BG,Rogno,N         ,2011-01-01T00:00:00.000,,Rogno
102276,Biossido di Azoto,µg/m³,100690,NO2 Urbanizzato Rogno,BG,Rogno,N         ,2011-01-01T00:00:00.000,,Rogno
102279,PM10,µg/m³,100690,PM10 Rogno,BG,Rogno,N         ,2011-01-01T00:00:00.000,,Rogno
102280,PM10,µg/m³,100690,PM10 Urbanizzato Rogno,BG,Rogno,N         ,2011-01-01T00:00:00.000,,Rogno
102281,Biossido di Azoto,µg/m³,100691,NO2 Romano di Lombardia,BG,Romano di Lombardia,N         ,2011-01-01T00:00:00.000,,Romano Di Lombardia
102283,PM10,µg/m³,100691,PM10 Romano di Lombardia,BG,Romano di Lombardia,N         ,2011-01-01T00:00:00.000,,Romano Di Lombardia
102284,Biossido di Azoto,µg/m³,100692,NO2 Roncobello,BG,Roncobello,N         ,2011-01-01T00:00:00.000,,Roncobello
102286,PM10,µg/m³,100692,PM10 Roncobello,BG,Roncobello,N         ,2011-01-01T00:00:00.000,,Roncobello
102287,Biossido di Azoto,µg/m³,100693,NO2 Roncola,BG,Roncola,N         ,2011-01-01T00:00:00.000,,Roncola
102289,PM10,µg/m³,100693,PM10 Roncola,BG,Roncola,N         ,2011-01-01T00:00:00.000,,Roncola
102290,Biossido di Azoto,µg/m³,100694,NO2 Rota d'Imagna,BG,Rota d'Imagna,N         ,2011-01-01T00:00:00.000,,Rota D'Imagna
102291,Biossido di Azoto,µg/m³,100694,NO2 Urbanizzato Rota d'Imagna,BG,Rota d'Imagna,N         ,2011-01-01T00:00:00.000,,Rota D'Imagna
102294,PM10,µg/m³,100694,PM10 Rota d'Imagna,BG,Rota d'Imagna,N         ,2011-01-01T00:00:00.000,,Rota D'Imagna
102295,PM10,µg/m³,100694,PM10 Urbanizzato Rota d'Imagna,BG,Rota d'Imagna,N         ,2011-01-01T00:00:00.000,,Rota D'Imagna
102296,Biossido di Azoto,µg/m³,100695,NO2 Rovetta,BG,Rovetta,N         ,2011-01-01T00:00:00.000,,Rovetta
102298,PM10,µg/m³,100695,PM10 Rovetta,BG,Rovetta,N         ,2011-01-01T00:00:00.000,,Rovetta
102299,Biossido di Azoto,µg/m³,100696,NO2 San Giovanni Bianco,BG,San Giovanni Bianco,N         ,2011-01-01T00:00:00.000,,San Giovanni Bianco
102300,Biossido di Azoto,µg/m³,100696,NO2 Urbanizzato San Giovanni Bianco,BG,San Giovanni Bianco,N         ,2011-01-01T00:00:00.000,,San Giovanni Bianco
102303,PM10,µg/m³,100696,PM10 San Giovanni Bianco,BG,San Giovanni Bianco,N         ,2011-01-01T00:00:00.000,,San Giovanni Bianco
102304,PM10,µg/m³,100696,PM10 Urbanizzato San Giovanni Bianco,BG,San Giovanni Bianco,N         ,2011-01-01T00:00:00.000,,San Giovanni Bianco
102305,Biossido di Azoto,µg/m³,100697,NO2 San Paolo d'Argon,BG,San Paolo d'Argon,N         ,2011-01-01T00:00:00.000,,San Paolo D'Argon
102307,PM10,µg/m³,100697,PM10 San Paolo d'Argon,BG,San Paolo d'Argon,N         ,2011-01-01T00:00:00.000,,San Paolo D'Argon
102308,Biossido di Azoto,µg/m³,100698,NO2 San Pellegrino Terme,BG,San Pellegrino Terme,N         ,2011-01-01T00:00:00.000,,San Pellegrino Terme
102309,Biossido di Azoto,µg/m³,100698,NO2 Urbanizzato San Pellegrino Terme,BG,San Pellegrino Terme,N         ,2011-01-01T00:00:00.000,,San Pellegrino Terme
102312,PM10,µg/m³,100698,PM10 San Pellegrino Terme,BG,San Pellegrino Terme,N         ,2011-01-01T00:00:00.000,,San Pellegrino Terme
102313,PM10,µg/m³,100698,PM10 Urbanizzato San Pellegrino Terme,BG,San Pellegrino Terme,N         ,2011-01-01T00:00:00.000,,San Pellegrino Terme
102314,Biossido di Azoto,µg/m³,100699,NO2 Santa Brigida,BG,Santa Brigida,N         ,2011-01-01T00:00:00.000,,Santa Brigida
102316,PM10,µg/m³,100699,PM10 Santa Brigida,BG,Santa Brigida,N         ,2011-01-01T00:00:00.000,,Santa Brigida
102317,Biossido di Azoto,µg/m³,100700,NO2 Sant'Omobono Imagna,BG,Sant'Omobono Imagna,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000,Sant'Omobono Imagna
102318,Biossido di Azoto,µg/m³,100700,NO2 Urbanizzato Sant'Omobono Imagna,BG,Sant'Omobono Imagna,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000,Sant'Omobono Imagna
102321,PM10,µg/m³,100700,PM10 Sant'Omobono Imagna,BG,Sant'Omobono Imagna,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000,Sant'Omobono Imagna
102322,PM10,µg/m³,100700,PM10 Urbanizzato Sant'Omobono Imagna,BG,Sant'Omobono Imagna,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000,Sant'Omobono Imagna
102323,Biossido di Azoto,µg/m³,100701,NO2 Sarnico,BG,Sarnico,N         ,2011-01-01T00:00:00.000,,Sarnico
102325,PM10,µg/m³,100701,PM10 Sarnico,BG,Sarnico,N         ,2011-01-01T00:00:00.000,,Sarnico
102326,Biossido di Azoto,µg/m³,100702,NO2 Scanzorosciate,BG,Scanzorosciate,N         ,2011-01-01T00:00:00.000,,Scanzorosciate
102328,PM10,µg/m³,100702,PM10 Scanzorosciate,BG,Scanzorosciate,N         ,2011-01-01T00:00:00.000,,Scanzorosciate
102329,Biossido di Azoto,µg/m³,100703,NO2 Schilpario,BG,Schilpario,N         ,2011-01-01T00:00:00.000,,Schilpario
102331,PM10,µg/m³,100703,PM10 Schilpario,BG,Schilpario,N         ,2011-01-01T00:00:00.000,,Schilpario
102332,Biossido di Azoto,µg/m³,100704,NO2 Sedrina,BG,Sedrina,N         ,2011-01-01T00:00:00.000,,Sedrina
102333,Biossido di Azoto,µg/m³,100704,NO2 Urbanizzato Sedrina,BG,Sedrina,N         ,2011-01-01T00:00:00.000,,Sedrina
102336,PM10,µg/m³,100704,PM10 Sedrina,BG,Sedrina,N         ,2011-01-01T00:00:00.000,,Sedrina
102337,PM10,µg/m³,100704,PM10 Urbanizzato Sedrina,BG,Sedrina,N         ,2011-01-01T00:00:00.000,,Sedrina
102338,Biossido di Azoto,µg/m³,100705,NO2 Selvino,BG,Selvino,N         ,2011-01-01T00:00:00.000,,Selvino
102340,PM10,µg/m³,100705,PM10 Selvino,BG,Selvino,N         ,2011-01-01T00:00:00.000,,Selvino
102341,Biossido di Azoto,µg/m³,100706,NO2 Seriate,BG,Seriate,N         ,2011-01-01T00:00:00.000,,Seriate
102343,PM10,µg/m³,100706,PM10 Seriate,BG,Seriate,N         ,2011-01-01T00:00:00.000,,Seriate
102344,Biossido di Azoto,µg/m³,100707,NO2 Serina,BG,Serina,N         ,2011-01-01T00:00:00.000,,Serina
102346,PM10,µg/m³,100707,PM10 Serina,BG,Serina,N         ,2011-01-01T00:00:00.000,,Serina
102347,Biossido di Azoto,µg/m³,100708,NO2 Solto Collina,BG,Solto Collina,N         ,2011-01-01T00:00:00.000,,Solto Collina
102349,PM10,µg/m³,100708,PM10 Solto Collina,BG,Solto Collina,N         ,2011-01-01T00:00:00.000,,Solto Collina
102350,Biossido di Azoto,µg/m³,100709,NO2 Songavazzo,BG,Songavazzo,N         ,2011-01-01T00:00:00.000,,Songavazzo
102352,PM10,µg/m³,100709,PM10 Songavazzo,BG,Songavazzo,N         ,2011-01-01T00:00:00.000,,Songavazzo
102353,Biossido di Azoto,µg/m³,100710,NO2 Sorisole,BG,Sorisole,N         ,2011-01-01T00:00:00.000,,Sorisole
102355,PM10,µg/m³,100710,PM10 Sorisole,BG,Sorisole,N         ,2011-01-01T00:00:00.000,,Sorisole
102356,Biossido di Azoto,µg/m³,100711,NO2 Sotto il Monte Giovanni XXIII,BG,Sotto il Monte Giovanni XXIII,N         ,2011-01-01T00:00:00.000,,Sotto Il Monte Giovanni Xxiii
102358,PM10,µg/m³,100711,PM10 Sotto il Monte Giovanni XXIII,BG,Sotto il Monte Giovanni XXIII,N         ,2011-01-01T00:00:00.000,,Sotto Il Monte Giovanni Xxiii
102359,Biossido di Azoto,µg/m³,100712,NO2 Sovere,BG,Sovere,N         ,2011-01-01T00:00:00.000,,Sovere
102361,PM10,µg/m³,100712,PM10 Sovere,BG,Sovere,N         ,2011-01-01T00:00:00.000,,Sovere
102362,Biossido di Azoto,µg/m³,100713,NO2 Spinone al Lago,BG,Spinone al Lago,N         ,2011-01-01T00:00:00.000,,Spinone Al Lago
102364,PM10,µg/m³,100713,PM10 Spinone al Lago,BG,Spinone al Lago,N         ,2011-01-01T00:00:00.000,,Spinone Al Lago
102365,Biossido di Azoto,µg/m³,100714,NO2 Spirano,BG,Spirano,N         ,2011-01-01T00:00:00.000,,Spirano
102367,PM10,µg/m³,100714,PM10 Spirano,BG,Spirano,N         ,2011-01-01T00:00:00.000,,Spirano
102368,Biossido di Azoto,µg/m³,100715,NO2 Stezzano,BG,Stezzano,N         ,2011-01-01T00:00:00.000,,Stezzano
102370,PM10,µg/m³,100715,PM10 Stezzano,BG,Stezzano,N         ,2011-01-01T00:00:00.000,,Stezzano
102371,Biossido di Azoto,µg/m³,100716,NO2 Strozza,BG,Strozza,N         ,2011-01-01T00:00:00.000,,Strozza
102372,Biossido di Azoto,µg/m³,100716,NO2 Urbanizzato Strozza,BG,Strozza,N         ,2011-01-01T00:00:00.000,,Strozza
102375,PM10,µg/m³,100716,PM10 Strozza,BG,Strozza,N         ,2011-01-01T00:00:00.000,,Strozza
102376,PM10,µg/m³,100716,PM10 Urbanizzato Strozza,BG,Strozza,N         ,2011-01-01T00:00:00.000,,Strozza
102377,Biossido di Azoto,µg/m³,100717,NO2 Suisio,BG,Suisio,N         ,2011-01-01T00:00:00.000,,Suisio
102379,PM10,µg/m³,100717,PM10 Suisio,BG,Suisio,N         ,2011-01-01T00:00:00.000,,Suisio
102380,Biossido di Azoto,µg/m³,100718,NO2 Taleggio,BG,Taleggio,N         ,2011-01-01T00:00:00.000,,Taleggio
102382,PM10,µg/m³,100718,PM10 Taleggio,BG,Taleggio,N         ,2011-01-01T00:00:00.000,,Taleggio
102383,Biossido di Azoto,µg/m³,100719,NO2 Tavernola Bergamasca,BG,Tavernola Bergamasca,N         ,2011-01-01T00:00:00.000,,Tavernola Bergamasca
102385,PM10,µg/m³,100719,PM10 Tavernola Bergamasca,BG,Tavernola Bergamasca,N         ,2011-01-01T00:00:00.000,,Tavernola Bergamasca
102386,Biossido di Azoto,µg/m³,100720,NO2 Telgate,BG,Telgate,N         ,2011-01-01T00:00:00.000,,Telgate
102388,PM10,µg/m³,100720,PM10 Telgate,BG,Telgate,N         ,2011-01-01T00:00:00.000,,Telgate
102389,Biossido di Azoto,µg/m³,100721,NO2 Terno d'Isola,BG,Terno d'Isola,N         ,2011-01-01T00:00:00.000,,Terno D'Isola
102391,PM10,µg/m³,100721,PM10 Terno d'Isola,BG,Terno d'Isola,N         ,2011-01-01T00:00:00.000,,Terno D'Isola
102392,Biossido di Azoto,µg/m³,100722,NO2 Torre Boldone,BG,Torre Boldone,N         ,2011-01-01T00:00:00.000,,Torre Boldone
102394,PM10,µg/m³,100722,PM10 Torre Boldone,BG,Torre Boldone,N         ,2011-01-01T00:00:00.000,,Torre Boldone
102395,Biossido di Azoto,µg/m³,100723,NO2 Torre de' Roveri,BG,Torre de' Roveri,N         ,2011-01-01T00:00:00.000,,Torre De' Roveri
102397,PM10,µg/m³,100723,PM10 Torre de' Roveri,BG,Torre de' Roveri,N         ,2011-01-01T00:00:00.000,,Torre De' Roveri
102398,Biossido di Azoto,µg/m³,100724,NO2 Torre Pallavicina,BG,Torre Pallavicina,N         ,2011-01-01T00:00:00.000,,Torre Pallavicina
102400,PM10,µg/m³,100724,PM10 Torre Pallavicina,BG,Torre Pallavicina,N         ,2011-01-01T00:00:00.000,,Torre Pallavicina
102401,Biossido di Azoto,µg/m³,100725,NO2 Trescore Balneario,BG,Trescore Balneario,N         ,2011-01-01T00:00:00.000,,Trescore Balneario
102403,PM10,µg/m³,100725,PM10 Trescore Balneario,BG,Trescore Balneario,N         ,2011-01-01T00:00:00.000,,Trescore Balneario
102404,Biossido di Azoto,µg/m³,100726,NO2 Treviglio,BG,Treviglio,N         ,2011-01-01T00:00:00.000,,Treviglio
102406,PM10,µg/m³,100726,PM10 Treviglio,BG,Treviglio,N         ,2011-01-01T00:00:00.000,,Treviglio
102407,Biossido di Azoto,µg/m³,100727,NO2 Treviolo,BG,Treviolo,N         ,2011-01-01T00:00:00.000,,Treviolo
102409,PM10,µg/m³,100727,PM10 Treviolo,BG,Treviolo,N         ,2011-01-01T00:00:00.000,,Treviolo
102410,Biossido di Azoto,µg/m³,100728,NO2 Ubiale Clanezzo,BG,Ubiale Clanezzo,N         ,2011-01-01T00:00:00.000,,Ubiale Clanezzo
102411,Biossido di Azoto,µg/m³,100728,NO2 Urbanizzato Ubiale Clanezzo,BG,Ubiale Clanezzo,N         ,2011-01-01T00:00:00.000,,Ubiale Clanezzo
102414,PM10,µg/m³,100728,PM10 Ubiale Clanezzo,BG,Ubiale Clanezzo,N         ,2011-01-01T00:00:00.000,,Ubiale Clanezzo
102415,PM10,µg/m³,100728,PM10 Urbanizzato Ubiale Clanezzo,BG,Ubiale Clanezzo,N         ,2011-01-01T00:00:00.000,,Ubiale Clanezzo
102416,Biossido di Azoto,µg/m³,100729,NO2 Urgnano,BG,Urgnano,N         ,2011-01-01T00:00:00.000,,Urgnano
102418,PM10,µg/m³,100729,PM10 Urgnano,BG,Urgnano,N         ,2011-01-01T00:00:00.000,,Urgnano
102419,Biossido di Azoto,µg/m³,100730,NO2 Valbondione,BG,Valbondione,N         ,2011-01-01T00:00:00.000,,Valbondione
102421,PM10,µg/m³,100730,PM10 Valbondione,BG,Valbondione,N         ,2011-01-01T00:00:00.000,,Valbondione
102422,Biossido di Azoto,µg/m³,100731,NO2 Valbrembo,BG,Valbrembo,N         ,2011-01-01T00:00:00.000,,Valbrembo
102424,PM10,µg/m³,100731,PM10 Valbrembo,BG,Valbrembo,N         ,2011-01-01T00:00:00.000,,Valbrembo
102425,Biossido di Azoto,µg/m³,100732,NO2 Valgoglio,BG,Valgoglio,N         ,2011-01-01T00:00:00.000,,Valgoglio
102427,PM10,µg/m³,100732,PM10 Valgoglio,BG,Valgoglio,N         ,2011-01-01T00:00:00.000,,Valgoglio
102428,Biossido di Azoto,µg/m³,100733,NO2 Valleve,BG,Valleve,N         ,2011-01-01T00:00:00.000,,Valleve
102430,PM10,µg/m³,100733,PM10 Valleve,BG,Valleve,N         ,2011-01-01T00:00:00.000,,Valleve
102431,Biossido di Azoto,µg/m³,100734,NO2 Valnegra,BG,Valnegra,N         ,2011-01-01T00:00:00.000,,Valnegra
102433,PM10,µg/m³,100734,PM10 Valnegra,BG,Valnegra,N         ,2011-01-01T00:00:00.000,,Valnegra
102434,Biossido di Azoto,µg/m³,100735,NO2 Valsecca,BG,Valsecca,S         ,2011-01-01T00:00:00.000,2016-12-31T00:00:00.000,Valsecca
102436,PM10,µg/m³,100735,PM10 Valsecca,BG,Valsecca,S         ,2011-01-01T00:00:00.000,2017-10-31T00:00:00.000,Valsecca
102437,Biossido di Azoto,µg/m³,100736,NO2 Valtorta,BG,Valtorta,N         ,2011-01-01T00:00:00.000,,Valtorta
102439,PM10,µg/m³,100736,PM10 Valtorta,BG,Valtorta,N         ,2011-01-01T00:00:00.000,,Valtorta
102440,Biossido di Azoto,µg/m³,100737,NO2 Vedeseta,BG,Vedeseta,N         ,2011-01-01T00:00:00.000,,Vedeseta
102442,PM10,µg/m³,100737,PM10 Vedeseta,BG,Vedeseta,N         ,2011-01-01T00:00:00.000,,Vedeseta
102443,Biossido di Azoto,µg/m³,100738,NO2 Verdellino,BG,Verdellino,N         ,2011-01-01T00:00:00.000,,Verdellino
102445,PM10,µg/m³,100738,PM10 Verdellino,BG,Verdellino,N         ,2011-01-01T00:00:00.000,,Verdellino
102446,Biossido di Azoto,µg/m³,100739,NO2 Verdello,BG,Verdello,N         ,2011-01-01T00:00:00.000,,Verdello
102448,PM10,µg/m³,100739,PM10 Verdello,BG,Verdello,N         ,2011-01-01T00:00:00.000,,Verdello
102449,Biossido di Azoto,µg/m³,100740,NO2 Vertova,BG,Vertova,N         ,2011-01-01T00:00:00.000,,Vertova
102450,Biossido di Azoto,µg/m³,100740,NO2 Urbanizzato Vertova,BG,Vertova,N         ,2011-01-01T00:00:00.000,,Vertova
102453,PM10,µg/m³,100740,PM10 Vertova,BG,Vertova,N         ,2011-01-01T00:00:00.000,,Vertova
102454,PM10,µg/m³,100740,PM10 Urbanizzato Vertova,BG,Vertova,N         ,2011-01-01T00:00:00.000,,Vertova
102455,Biossido di Azoto,µg/m³,100741,NO2 Viadanica,BG,Viadanica,N         ,2011-01-01T00:00:00.000,,Viadanica
102457,PM10,µg/m³,100741,PM10 Viadanica,BG,Viadanica,N         ,2011-01-01T00:00:00.000,,Viadanica
102458,Biossido di Azoto,µg/m³,100742,NO2 Vigano San Martino,BG,Vigano San Martino,N         ,2011-01-01T00:00:00.000,,Vigano San Martino
102460,PM10,µg/m³,100742,PM10 Vigano San Martino,BG,Vigano San Martino,N         ,2011-01-01T00:00:00.000,,Vigano San Martino
102461,Biossido di Azoto,µg/m³,100743,NO2 Vigolo,BG,Vigolo,N         ,2011-01-01T00:00:00.000,,Vigolo
102463,PM10,µg/m³,100743,PM10 Vigolo,BG,Vigolo,N         ,2011-01-01T00:00:00.000,,Vigolo
102464,Biossido di Azoto,µg/m³,100744,NO2 Villa d'Adda,BG,Villa d'Adda,N         ,2011-01-01T00:00:00.000,,Villa D'Adda
102466,PM10,µg/m³,100744,PM10 Villa d'Adda,BG,Villa d'Adda,N         ,2011-01-01T00:00:00.000,,Villa D'Adda
102467,Biossido di Azoto,µg/m³,100745,NO2 Villa d'Almè,BG,Villa d'Almè,N         ,2011-01-01T00:00:00.000,,Villa D'Almè
102468,Biossido di Azoto,µg/m³,100745,NO2 Urbanizzato Villa d'Almè,BG,Villa d'Almè,N         ,2011-01-01T00:00:00.000,,Villa D'Almè
102471,PM10,µg/m³,100745,PM10 Villa d'Almè,BG,Villa d'Almè,N         ,2011-01-01T00:00:00.000,,Villa D'Almè
102472,PM10,µg/m³,100745,PM10 Urbanizzato Villa d'Almè,BG,Villa d'Almè,N         ,2011-01-01T00:00:00.000,,Villa D'Almè
102473,Biossido di Azoto,µg/m³,100746,NO2 Villa di Serio,BG,Villa di Serio,N         ,2011-01-01T00:00:00.000,,Villa Di Serio
102475,PM10,µg/m³,100746,PM10 Villa di Serio,BG,Villa di Serio,N         ,2011-01-01T00:00:00.000,,Villa Di Serio
102476,Biossido di Azoto,µg/m³,100747,NO2 Villa d'Ogna,BG,Villa d'Ogna,N         ,2011-01-01T00:00:00.000,,Villa D'Ogna
102478,PM10,µg/m³,100747,PM10 Villa d'Ogna,BG,Villa d'Ogna,N         ,2011-01-01T00:00:00.000,,Villa D'Ogna
102479,Biossido di Azoto,µg/m³,100748,NO2 Villongo,BG,Villongo,N         ,2011-01-01T00:00:00.000,,Villongo
102481,PM10,µg/m³,100748,PM10 Villongo,BG,Villongo,N         ,2011-01-01T00:00:00.000,,Villongo
102482,Biossido di Azoto,µg/m³,100749,NO2 Vilminore di Scalve,BG,Vilminore di Scalve,N         ,2011-01-01T00:00:00.000,,Vilminore Di Scalve
102484,PM10,µg/m³,100749,PM10 Vilminore di Scalve,BG,Vilminore di Scalve,N         ,2011-01-01T00:00:00.000,,Vilminore Di Scalve
102485,Biossido di Azoto,µg/m³,100750,NO2 Zandobbio,BG,Zandobbio,N         ,2011-01-01T00:00:00.000,,Zandobbio
