giorno,ATS,parametro,valore_medio,n_misure
2024-11-24,ATS_Bergamo,NO2,28.01,216
2024-11-24,ATS_Bergamo,PM10,23.62,8
2024-11-24,ATS_Bergamo,PM25,20.0,5
2024-11-24,ATS_Montagna,NO2,22.2,192
2024-11-24,ATS_Montagna,PM10,26.14,7
2024-11-24,ATS_Montagna,PM25,15.33,3
2024-11-25,ATS_Bergamo,NO2,33.45,216
2024-11-25,ATS_Bergamo,PM10,39.5,8
2024-11-25,ATS_Bergamo,PM25,28.2,5
2024-11-25,ATS_Montagna,NO2,21.49,192
2024-11-25,ATS_Montagna,PM10,26.14,7
2024-11-25,ATS_Montagna,PM25,14.0,3
2024-11-26,ATS_Bergamo,NO2,31.28,216
2024-11-26,ATS_Bergamo,PM10,37.75,8
2024-11-26,ATS_Bergamo,PM25,29.4,5
2024-11-26,ATS_Montagna,NO2,27.91,192
2024-11-26,ATS_Montagna,PM10,29.0,7
2024-11-26,ATS_Montagna,PM25,21.33,3
2024-11-27,ATS_Bergamo,NO2,28.13,216
2024-11-27,ATS_Bergamo,PM10,47.38,8
2024-11-27,ATS_Bergamo,PM25,34.2,5
2024-11-27,ATS_Montagna,NO2,26.63,189
2024-11-27,ATS_Montagna,PM10,42.71,7
2024-11-27,ATS_Montagna,PM25,26.33,3
2024-11-28,ATS_Bergamo,NO2,26.92,202
2024-11-28,ATS_Bergamo,PM10,42.62,8
2024-11-28,ATS_Bergamo,PM25,28.8,5
2024-11-28,ATS_Montagna,NO2,25.23,189
2024-11-28,ATS_Montagna,PM10,38.43,7
2024-11-28,ATS_Montagna,PM25,19.0,3
2024-11-29,ATS_Bergamo,NO2,25.71,195
2024-11-29,ATS_Bergamo,PM10,35.75,8
2024-11-29,ATS_Bergamo,PM25,28.2,5
2024-11-29,ATS_Montagna,NO2,25.61,192
2024-11-29,ATS_Montagna,PM10,42.29,7
2024-11-29,ATS_Montagna,PM25,21.67,3
2024-11-30,ATS_Bergamo,NO2,24.98,216
2024-11-30,ATS_Bergamo,PM10,35.5,8
2024-11-30,ATS_Bergamo,PM25,28.0,5
2024-11-30,ATS_Montagna,NO2,23.94,192
2024-11-30,ATS_Montagna,PM10,39.57,7
2024-11-30,ATS_Montagna,PM25,16.33,3
2024-12-01,ATS_Bergamo,NO2,23.97,216
2024-12-01,ATS_Bergamo,PM10,34.5,8
2024-12-01,ATS_Bergamo,PM25,25.6,5
2024-12-01,ATS_Montagna,NO2,21.14,192
2024-12-01,ATS_Montagna,PM10,30.14,7
2024-12-01,ATS_Montagna,PM25,15.67,3
2024-12-02,ATS_Bergamo,NO2,33.14,216
2024-12-02,ATS_Bergamo,PM10,35.43,7
2024-12-02,ATS_Bergamo,PM25,24.25,4
2024-12-02,ATS_Montagna,NO2,30.54,192
2024-12-02,ATS_Montagna,PM10,42.71,7
2024-12-02,ATS_Montagna,PM25,25.67,3
2024-12-03,ATS_Bergamo,NO2,35.6,214
2024-12-03,ATS_Bergamo,PM10,42.88,8
2024-12-03,ATS_Bergamo,PM25,29.8,5
2024-12-03,ATS_Montagna,NO2,34.37,192
2024-12-03,ATS_Montagna,PM10,57.86,7
2024-12-03,ATS_Montagna,PM25,35.67,3
2024-12-04,ATS_Bergamo,NO2,34.71,216
2024-12-04,ATS_Bergamo,PM10,41.12,8
2024-12-04,ATS_Bergamo,PM25,27.0,5
2024-12-04,ATS_Montagna,NO2,37.5,192
2024-12-04,ATS_Montagna,PM10,54.71,7
2024-12-04,ATS_Montagna,PM25,31.67,3
2024-12-05,ATS_Bergamo,NO2,32.5,216
2024-12-05,ATS_Bergamo,PM10,35.88,8
2024-12-05,ATS_Bergamo,PM25,25.0,5
2024-12-05,ATS_Montagna,NO2,36.8,189
2024-12-05,ATS_Montagna,PM10,43.57,7
2024-12-05,ATS_Montagna,PM25,24.67,3
2024-12-06,ATS_Bergamo,NO2,33.76,216
2024-12-06,ATS_Bergamo,PM10,52.38,8
2024-12-06,ATS_Bergamo,PM25,37.8,5
2024-12-06,ATS_Montagna,NO2,32.57,192
2024-12-06,ATS_Montagna,PM10,51.71,7
2024-12-06,ATS_Montagna,PM25,33.33,3
2024-12-07,ATS_Bergamo,NO2,37.58,216
2024-12-07,ATS_Bergamo,PM10,52.88,8
2024-12-07,ATS_Bergamo,PM25,40.25,4
2024-12-07,ATS_Montagna,NO2,31.59,192
2024-12-07,ATS_Montagna,PM10,57.29,7
2024-12-07,ATS_Montagna,PM25,39.0,3
2024-12-08,ATS_Bergamo,NO2,25.7,216
2024-12-08,ATS_Bergamo,PM10,34.0,8
2024-12-08,ATS_Bergamo,PM25,28.5,4
2024-12-08,ATS_Montagna,NO2,27.44,192
2024-12-08,ATS_Montagna,PM10,34.71,7
2024-12-08,ATS_Montagna,PM25,25.33,3
2024-12-09,ATS_Bergamo,NO2,28.73,216
2024-12-09,ATS_Bergamo,PM10,33.88,8
2024-12-09,ATS_Bergamo,PM25,23.5,4
2024-12-09,ATS_Montagna,NO2,30.26,178
2024-12-09,ATS_Montagna,PM10,22.43,7
2024-12-09,ATS_Montagna,PM25,21.0,3
2024-12-10,ATS_Bergamo,NO2,30.79,216
2024-12-10,ATS_Bergamo,PM10,38.57,7
2024-12-10,ATS_Bergamo,PM25,31.2,5
2024-12-10,ATS_Montagna,NO2,40.73,151
2024-12-10,ATS_Montagna,PM10,38.71,7
2024-12-10,ATS_Montagna,PM25,24.0,3
2024-12-11,ATS_Bergamo,NO2,30.01,216
2024-12-11,ATS_Bergamo,PM10,39.38,8
2024-12-11,ATS_Bergamo,PM25,30.8,5
2024-12-11,ATS_Montagna,NO2,33.74,167
2024-12-11,ATS_Montagna,PM10,39.57,7
2024-12-11,ATS_Montagna,PM25,21.67,3
2024-12-12,ATS_Bergamo,NO2,29.74,216
2024-12-12,ATS_Bergamo,PM10,43.62,8
2024-12-12,ATS_Bergamo,PM25,32.8,5
2024-12-12,ATS_Montagna,NO2,32.09,168
2024-12-12,ATS_Montagna,PM10,44.29,7
2024-12-12,ATS_Montagna,PM25,25.33,3
2024-12-13,ATS_Bergamo,NO2,32.2,215
2024-12-13,ATS_Bergamo,PM10,55.62,8
2024-12-13,ATS_Bergamo,PM25,41.2,5
2024-12-13,ATS_Montagna,NO2,34.58,179
2024-12-13,ATS_Montagna,PM10,45.71,7
2024-12-13,ATS_Montagna,PM25,25.67,3
2024-12-14,ATS_Bergamo,NO2,30.91,216
2024-12-14,ATS_Bergamo,PM10,49.38,8
2024-12-14,ATS_Bergamo,PM25,41.6,5
2024-12-14,ATS_Montagna,NO2,25.75,192
2024-12-14,ATS_Montagna,PM10,45.14,7
2024-12-14,ATS_Montagna,PM25,29.67,3
2024-12-15,ATS_Bergamo,NO2,28.11,216
2024-12-15,ATS_Bergamo,PM10,42.5,8
2024-12-15,ATS_Bergamo,PM25,33.2,5
2024-12-15,ATS_Montagna,NO2,20.58,192
2024-12-15,ATS_Montagna,PM10,34.0,7
2024-12-15,ATS_Montagna,PM25,21.33,3
2024-12-16,ATS_Bergamo,NO2,40.66,216
2024-12-16,ATS_Bergamo,PM10,49.75,8
2024-12-16,ATS_Bergamo,PM25,36.8,5
2024-12-16,ATS_Montagna,NO2,36.57,191
2024-12-16,ATS_Montagna,PM10,39.43,7
2024-12-16,ATS_Montagna,PM25,26.0,3
2024-12-17,ATS_Bergamo,NO2,36.49,216
2024-12-17,ATS_Bergamo,PM10,43.0,8
2024-12-17,ATS_Bergamo,PM25,35.2,5
2024-12-17,ATS_Montagna,NO2,35.6,192
2024-12-17,ATS_Montagna,PM10,50.43,7
2024-12-17,ATS_Montagna,PM25,35.67,3
2024-12-18,ATS_Bergamo,NO2,35.54,216
2024-12-18,ATS_Bergamo,PM10,55.38,8
2024-12-18,ATS_Bergamo,PM25,43.6,5
2024-12-18,ATS_Montagna,NO2,33.9,186
2024-12-18,ATS_Montagna,PM10,44.83,6
2024-12-18,ATS_Montagna,PM25,29.0,3
2024-12-19,ATS_Bergamo,NO2,32.37,216
2024-12-19,ATS_Bergamo,PM10,39.38,8
2024-12-19,ATS_Bergamo,PM25,26.4,5
2024-12-19,ATS_Montagna,NO2,33.31,190
2024-12-19,ATS_Montagna,PM10,37.57,7
2024-12-19,ATS_Montagna,PM25,23.67,3
2024-12-20,ATS_Bergamo,NO2,23.66,216
2024-12-20,ATS_Bergamo,PM10,10.12,8
2024-12-20,ATS_Bergamo,PM25,7.6,5
2024-12-20,ATS_Montagna,NO2,29.17,192
2024-12-20,ATS_Montagna,PM10,11.57,7
2024-12-20,ATS_Montagna,PM25,6.0,3
2024-12-21,ATS_Bergamo,NO2,31.42,216
2024-12-21,ATS_Bergamo,PM10,21.12,8
2024-12-21,ATS_Bergamo,PM25,16.0,5
2024-12-21,ATS_Montagna,NO2,37.15,192
2024-12-21,ATS_Montagna,PM10,24.86,7
2024-12-21,ATS_Montagna,PM25,15.33,3
2024-12-22,ATS_Bergamo,NO2,31.88,216
2024-12-22,ATS_Bergamo,PM10,30.0,8
2024-12-22,ATS_Bergamo,PM25,25.8,5
2024-12-22,ATS_Montagna,NO2,35.86,192
2024-12-22,ATS_Montagna,PM10,40.43,7
2024-12-22,ATS_Montagna,PM25,28.33,3
2024-12-23,ATS_Bergamo,NO2,26.59,216
2024-12-23,ATS_Bergamo,PM10,16.25,8
2024-12-23,ATS_Bergamo,PM25,12.2,5
2024-12-23,ATS_Montagna,NO2,24.87,192
2024-12-23,ATS_Montagna,PM10,15.86,7
2024-12-23,ATS_Montagna,PM25,8.0,3
2024-12-24,ATS_Bergamo,NO2,30.97,216
2024-12-24,ATS_Bergamo,PM10,18.12,8
2024-12-24,ATS_Bergamo,PM25,15.6,5
2024-12-24,ATS_Montagna,NO2,28.85,192
2024-12-24,ATS_Montagna,PM10,18.14,7
2024-12-24,ATS_Montagna,PM25,10.67,3
2024-12-25,ATS_Bergamo,NO2,25.77,216
2024-12-25,ATS_Bergamo,PM10,21.75,8
2024-12-25,ATS_Bergamo,PM25,20.4,5
2024-12-25,ATS_Montagna,NO2,33.79,192
2024-12-25,ATS_Montagna,PM10,38.71,7
2024-12-25,ATS_Montagna,PM25,27.33,3
2024-12-26,ATS_Bergamo,NO2,26.16,216
2024-12-26,ATS_Bergamo,PM10,26.0,8
2024-12-26,ATS_Bergamo,PM25,26.75,4
2024-12-26,ATS_Montagna,NO2,33.99,192
2024-12-26,ATS_Montagna,PM10,50.43,7
2024-12-26,ATS_Montagna,PM25,31.33,3
2024-12-27,ATS_Bergamo,NO2,35.89,201
2024-12-27,ATS_Bergamo,PM10,36.62,8
2024-12-27,ATS_Bergamo,PM25,31.4,5
2024-12-27,ATS_Montagna,NO2,36.26,187
2024-12-27,ATS_Montagna,PM10,50.0,6
2024-12-27,ATS_Montagna,PM25,32.67,3
2024-12-28,ATS_Bergamo,NO2,39.28,195
2024-12-28,ATS_Bergamo,PM10,40.38,8
2024-12-28,ATS_Bergamo,PM25,34.6,5
2024-12-28,ATS_Montagna,NO2,40.0,168
2024-12-28,ATS_Montagna,PM10,49.83,6
2024-12-28,ATS_Montagna,PM25,34.33,3
2024-12-29,ATS_Bergamo,NO2,33.29,216
2024-12-29,ATS_Bergamo,PM10,35.25,8
2024-12-29,ATS_Bergamo,PM25,30.0,5
2024-12-29,ATS_Montagna,NO2,38.66,168
2024-12-29,ATS_Montagna,PM10,51.83,6
2024-12-29,ATS_Montagna,PM25,36.33,3
2024-12-30,ATS_Bergamo,NO2,35.91,216
2024-12-30,ATS_Bergamo,PM10,41.38,8
2024-12-30,ATS_Bergamo,PM25,31.0,5
2024-12-30,ATS_Montagna,NO2,40.6,180
2024-12-30,ATS_Montagna,PM10,54.67,6
2024-12-30,ATS_Montagna,PM25,38.67,3
2024-12-31,ATS_Bergamo,NO2,36.61,215
2024-12-31,ATS_Bergamo,PM10,45.88,8
2024-12-31,ATS_Bergamo,PM25,39.8,5
2024-12-31,ATS_Montagna,NO2,40.37,192
2024-12-31,ATS_Montagna,PM10,65.0,7
2024-12-31,ATS_Montagna,PM25,42.67,3
2025-01-01,ATS_Bergamo,NO2,34.2,193
2025-01-01,ATS_Bergamo,PM10,95.62,8
2025-01-01,ATS_Bergamo,PM25,89.6,5
2025-01-01,ATS_Montagna,NO2,37.0,192
2025-01-01,ATS_Montagna,PM10,101.71,7
2025-01-01,ATS_Montagna,PM25,76.0,3
2025-01-02,ATS_Bergamo,NO2,38.38,192
2025-01-02,ATS_Bergamo,PM10,102.12,8
2025-01-02,ATS_Bergamo,PM25,84.2,5
2025-01-02,ATS_Montagna,NO2,35.99,192
2025-01-02,ATS_Montagna,PM10,97.86,7
2025-01-02,ATS_Montagna,PM25,67.67,3
2025-01-03,ATS_Bergamo,NO2,35.37,192
2025-01-03,ATS_Bergamo,PM10,70.25,8
2025-01-03,ATS_Bergamo,PM25,57.0,5
2025-01-03,ATS_Montagna,NO2,31.65,192
2025-01-03,ATS_Montagna,PM10,60.29,7
2025-01-03,ATS_Montagna,PM25,38.67,3
2025-01-04,ATS_Bergamo,NO2,27.88,192
2025-01-04,ATS_Bergamo,PM10,41.75,8
2025-01-04,ATS_Bergamo,PM25,32.8,5
2025-01-04,ATS_Montagna,NO2,26.86,191
2025-01-04,ATS_Montagna,PM10,61.43,7
2025-01-04,ATS_Montagna,PM25,35.0,3
2025-01-05,ATS_Bergamo,NO2,29.0,192
2025-01-05,ATS_Bergamo,PM10,50.12,8
2025-01-05,ATS_Bergamo,PM25,40.6,5
2025-01-05,ATS_Montagna,NO2,20.77,192
2025-01-05,ATS_Montagna,PM10,44.86,7
2025-01-05,ATS_Montagna,PM25,31.0,3
2025-01-06,ATS_Bergamo,NO2,27.14,192
2025-01-06,ATS_Bergamo,PM10,44.88,8
2025-01-06,ATS_Bergamo,PM25,36.4,5
2025-01-06,ATS_Montagna,NO2,22.07,192
2025-01-06,ATS_Montagna,PM10,52.0,7
2025-01-06,ATS_Montagna,PM25,34.67,3
2025-01-07,ATS_Bergamo,NO2,28.97,191
2025-01-07,ATS_Bergamo,PM10,29.5,8
2025-01-07,ATS_Bergamo,PM25,21.6,5
2025-01-07,ATS_Montagna,NO2,23.41,191
2025-01-07,ATS_Montagna,PM10,31.43,7
2025-01-07,ATS_Montagna,PM25,21.0,3
2025-01-08,ATS_Bergamo,NO2,28.92,192
2025-01-08,ATS_Bergamo,PM10,37.38,8
2025-01-08,ATS_Bergamo,PM25,26.4,5
2025-01-08,ATS_Montagna,NO2,25.82,192
2025-01-08,ATS_Montagna,PM10,31.33,6
2025-01-08,ATS_Montagna,PM25,17.0,2
2025-01-09,ATS_Bergamo,NO2,31.7,192
2025-01-09,ATS_Bergamo,PM10,20.57,7
2025-01-09,ATS_Bergamo,PM25,14.0,5
2025-01-09,ATS_Montagna,NO2,29.01,178
2025-01-09,ATS_Montagna,PM10,25.0,6
2025-01-09,ATS_Montagna,PM25,26.0,1
2025-01-10,ATS_Bergamo,NO2,25.4,191
2025-01-10,ATS_Bergamo,PM10,23.29,7
2025-01-10,ATS_Bergamo,PM25,15.0,5
2025-01-10,ATS_Montagna,NO2,23.23,172
2025-01-10,ATS_Montagna,PM10,23.14,7
2025-01-10,ATS_Montagna,PM25,11.67,3
2025-01-11,ATS_Bergamo,NO2,27.99,191
2025-01-11,ATS_Bergamo,PM10,24.12,8
2025-01-11,ATS_Bergamo,PM25,17.8,5
2025-01-11,ATS_Montagna,NO2,33.78,192
2025-01-11,ATS_Montagna,PM10,30.29,7
2025-01-11,ATS_Montagna,PM25,17.0,3
2025-01-12,ATS_Bergamo,NO2,24.8,192
2025-01-12,ATS_Bergamo,PM10,23.5,8
2025-01-12,ATS_Bergamo,PM25,18.2,5
2025-01-12,ATS_Montagna,NO2,33.45,192
2025-01-12,ATS_Montagna,PM10,36.29,7
2025-01-12,ATS_Montagna,PM25,19.67,3
2025-01-13,ATS_Bergamo,NO2,31.99,188
2025-01-13,ATS_Bergamo,PM10,33.14,7
2025-01-13,ATS_Bergamo,PM25,24.8,5
2025-01-13,ATS_Montagna,NO2,35.59,192
2025-01-13,ATS_Montagna,PM10,41.86,7
2025-01-13,ATS_Montagna,PM25,23.33,3
2025-01-14,ATS_Bergamo,NO2,33.68,186
2025-01-14,ATS_Bergamo,PM10,42.43,7
2025-01-14,ATS_Bergamo,PM25,30.2,5
2025-01-14,ATS_Montagna,NO2,37.6,182
2025-01-14,ATS_Montagna,PM10,38.0,7
2025-01-14,ATS_Montagna,PM25,21.33,3
2025-01-15,ATS_Bergamo,NO2,46.97,192
2025-01-15,ATS_Bergamo,PM10,56.25,8
2025-01-15,ATS_Bergamo,PM25,40.4,5
2025-01-15,ATS_Montagna,NO2,36.77,192
2025-01-15,ATS_Montagna,PM10,50.5,6
2025-01-15,ATS_Montagna,PM25,30.0,3
2025-01-16,ATS_Bergamo,NO2,40.28,192
2025-01-16,ATS_Bergamo,PM10,42.5,8
2025-01-16,ATS_Bergamo,PM25,25.0,5
2025-01-16,ATS_Montagna,NO2,45.45,192
2025-01-16,ATS_Montagna,PM10,59.86,7
2025-01-16,ATS_Montagna,PM25,30.67,3
2025-01-17,ATS_Bergamo,NO2,35.65,192
2025-01-17,ATS_Bergamo,PM10,57.12,8
2025-01-17,ATS_Bergamo,PM25,27.8,5
2025-01-17,ATS_Montagna,NO2,36.48,191
2025-01-17,ATS_Montagna,PM10,37.57,7
2025-01-17,ATS_Montagna,PM25,21.0,3
2025-01-18,ATS_Bergamo,NO2,41.24,192
2025-01-18,ATS_Bergamo,PM10,48.12,8
2025-01-18,ATS_Bergamo,PM25,38.8,5
2025-01-18,ATS_Montagna,NO2,35.81,192
2025-01-18,ATS_Montagna,PM10,49.86,7
2025-01-18,ATS_Montagna,PM25,33.67,3
2025-01-19,ATS_Bergamo,NO2,33.8,192
2025-01-19,ATS_Bergamo,PM10,30.12,8
2025-01-19,ATS_Bergamo,PM25,23.6,5
2025-01-19,ATS_Montagna,NO2,39.04,192
2025-01-19,ATS_Montagna,PM10,46.0,7
2025-01-19,ATS_Montagna,PM25,27.0,3
2025-01-20,ATS_Bergamo,NO2,34.01,213
2025-01-20,ATS_Bergamo,PM10,25.38,8
2025-01-20,ATS_Bergamo,PM25,15.4,5
2025-01-20,ATS_Montagna,NO2,34.93,192
2025-01-20,ATS_Montagna,PM10,33.71,7
2025-01-20,ATS_Montagna,PM25,20.33,3
2025-01-21,ATS_Bergamo,NO2,33.4,214
2025-01-21,ATS_Bergamo,PM10,30.38,8
2025-01-21,ATS_Bergamo,PM25,19.2,5
2025-01-21,ATS_Montagna,NO2,25.55,192
2025-01-21,ATS_Montagna,PM10,24.14,7
2025-01-21,ATS_Montagna,PM25,14.0,3
2025-01-22,ATS_Bergamo,NO2,32.41,216
2025-01-22,ATS_Bergamo,PM10,36.75,8
2025-01-22,ATS_Bergamo,PM25,25.4,5
2025-01-22,ATS_Montagna,NO2,25.8,185
2025-01-22,ATS_Montagna,PM10,28.86,7
2025-01-22,ATS_Montagna,PM25,17.33,3
2025-01-23,ATS_Bergamo,NO2,35.95,216
2025-01-23,ATS_Bergamo,PM10,23.25,8
2025-01-23,ATS_Bergamo,PM25,16.2,5
2025-01-23,ATS_Montagna,NO2,29.5,183
2025-01-23,ATS_Montagna,PM10,21.14,7
2025-01-23,ATS_Montagna,PM25,17.0,3
2025-01-24,ATS_Bergamo,NO2,31.92,216
2025-01-24,ATS_Bergamo,PM10,28.88,8
2025-01-24,ATS_Bergamo,PM25,19.4,5
2025-01-24,ATS_Montagna,NO2,30.29,191
2025-01-24,ATS_Montagna,PM10,26.29,7
2025-01-24,ATS_Montagna,PM25,16.33,3
2025-01-25,ATS_Bergamo,NO2,32.22,216
2025-01-25,ATS_Bergamo,PM10,32.75,8
2025-01-25,ATS_Bergamo,PM25,23.6,5
2025-01-25,ATS_Montagna,NO2,26.59,169
2025-01-25,ATS_Montagna,PM10,29.0,6
2025-01-25,ATS_Montagna,PM25,15.0,3
2025-01-26,ATS_Bergamo,NO2,23.17,215
2025-01-26,ATS_Bergamo,PM10,17.38,8
2025-01-26,ATS_Bergamo,PM25,12.8,5
2025-01-26,ATS_Montagna,NO2,18.42,191
2025-01-26,ATS_Montagna,PM10,19.71,7
2025-01-26,ATS_Montagna,PM25,11.67,3
2025-01-27,ATS_Bergamo,NO2,32.85,216
2025-01-27,ATS_Bergamo,PM10,14.0,8
2025-01-27,ATS_Bergamo,PM25,10.8,5
2025-01-27,ATS_Montagna,NO2,28.52,192
2025-01-27,ATS_Montagna,PM10,21.43,7
2025-01-27,ATS_Montagna,PM25,17.0,2
2025-01-28,ATS_Bergamo,NO2,27.8,216
2025-01-28,ATS_Bergamo,PM10,14.88,8
2025-01-28,ATS_Bergamo,PM25,11.0,5
2025-01-28,ATS_Montagna,NO2,26.67,170
2025-01-28,ATS_Montagna,PM10,14.57,7
2025-01-28,ATS_Montagna,PM25,10.0,2
2025-01-29,ATS_Bergamo,NO2,29.5,216
2025-01-29,ATS_Bergamo,PM10,21.5,8
2025-01-29,ATS_Bergamo,PM25,13.6,5
2025-01-29,ATS_Montagna,NO2,31.64,177
2025-01-29,ATS_Montagna,PM10,27.86,7
2025-01-29,ATS_Montagna,PM25,18.0,3
2025-01-30,ATS_Bergamo,NO2,31.5,216
2025-01-30,ATS_Bergamo,PM10,30.62,8
2025-01-30,ATS_Bergamo,PM25,20.4,5
2025-01-30,ATS_Montagna,NO2,31.42,173
2025-01-30,ATS_Montagna,PM10,46.17,6
2025-01-30,ATS_Montagna,PM25,28.0,2
2025-01-31,ATS_Bergamo,NO2,34.82,215
2025-01-31,ATS_Bergamo,PM10,30.25,8
2025-01-31,ATS_Bergamo,PM25,23.0,5
2025-01-31,ATS_Montagna,NO2,29.81,189
2025-01-31,ATS_Montagna,PM10,40.17,6
2025-01-31,ATS_Montagna,PM25,22.5,2
2025-02-01,ATS_Bergamo,NO2,30.83,216
2025-02-01,ATS_Bergamo,PM10,18.43,7
2025-02-01,ATS_Bergamo,PM25,16.75,4
2025-02-01,ATS_Montagna,NO2,28.49,192
2025-02-01,ATS_Montagna,PM10,24.0,6
2025-02-01,ATS_Montagna,PM25,11.5,2
2025-02-02,ATS_Bergamo,NO2,25.02,216
2025-02-02,ATS_Bergamo,PM10,17.71,7
2025-02-02,ATS_Bergamo,PM25,16.5,4
2025-02-02,ATS_Montagna,NO2,26.3,192
2025-02-02,ATS_Montagna,PM10,26.17,6
2025-02-02,ATS_Montagna,PM25,17.0,2
2025-02-03,ATS_Bergamo,NO2,31.49,216
2025-02-03,ATS_Bergamo,PM10,29.14,7
2025-02-03,ATS_Bergamo,PM25,23.0,4
2025-02-03,ATS_Montagna,NO2,28.76,192
2025-02-03,ATS_Montagna,PM10,34.33,6
2025-02-03,ATS_Montagna,PM25,24.5,2
2025-02-04,ATS_Bergamo,NO2,32.66,215
2025-02-04,ATS_Bergamo,PM10,39.62,8
2025-02-04,ATS_Bergamo,PM25,29.8,5
2025-02-04,ATS_Montagna,NO2,31.05,192
2025-02-04,ATS_Montagna,PM10,38.17,6
2025-02-04,ATS_Montagna,PM25,26.0,2
2025-02-05,ATS_Bergamo,NO2,38.81,216
2025-02-05,ATS_Bergamo,PM10,50.38,8
2025-02-05,ATS_Bergamo,PM25,37.6,5
2025-02-05,ATS_Montagna,NO2,29.82,175
2025-02-05,ATS_Montagna,PM10,51.0,6
2025-02-05,ATS_Montagna,PM25,26.33,3
2025-02-06,ATS_Bergamo,NO2,40.92,216
2025-02-06,ATS_Bergamo,PM10,41.5,8
2025-02-06,ATS_Bergamo,PM25,33.4,5
2025-02-06,ATS_Montagna,NO2,34.33,184
2025-02-06,ATS_Montagna,PM10,42.0,7
2025-02-06,ATS_Montagna,PM25,22.67,3
2025-02-07,ATS_Bergamo,NO2,38.03,215
2025-02-07,ATS_Bergamo,PM10,39.0,7
2025-02-07,ATS_Bergamo,PM25,28.4,5
2025-02-07,ATS_Montagna,NO2,35.32,192
2025-02-07,ATS_Montagna,PM10,44.57,7
2025-02-07,ATS_Montagna,PM25,27.0,3
2025-02-08,ATS_Bergamo,NO2,30.29,216
2025-02-08,ATS_Bergamo,PM10,33.43,7
2025-02-08,ATS_Bergamo,PM25,30.2,5
2025-02-08,ATS_Montagna,NO2,32.04,191
2025-02-08,ATS_Montagna,PM10,45.71,7
2025-02-08,ATS_Montagna,PM25,30.0,3
2025-02-09,ATS_Bergamo,NO2,23.6,216
2025-02-09,ATS_Bergamo,PM10,15.86,7
2025-02-09,ATS_Bergamo,PM25,15.6,5
2025-02-09,ATS_Montagna,NO2,20.15,192
2025-02-09,ATS_Montagna,PM10,25.57,7
2025-02-09,ATS_Montagna,PM25,18.33,3
2025-02-10,ATS_Bergamo,NO2,31.25,216
2025-02-10,ATS_Bergamo,PM10,24.29,7
2025-02-10,ATS_Bergamo,PM25,17.2,5
2025-02-10,ATS_Montagna,NO2,21.76,192
2025-02-10,ATS_Montagna,PM10,28.57,7
2025-02-10,ATS_Montagna,PM25,15.33,3
2025-02-11,ATS_Bergamo,NO2,33.05,216
2025-02-11,ATS_Bergamo,PM10,36.75,8
2025-02-11,ATS_Bergamo,PM25,26.6,5
2025-02-11,ATS_Montagna,NO2,25.47,192
2025-02-11,ATS_Montagna,PM10,42.86,7
2025-02-11,ATS_Montagna,PM25,22.33,3
2025-02-12,ATS_Bergamo,NO2,25.64,215
2025-02-12,ATS_Bergamo,PM10,31.75,8
2025-02-12,ATS_Bergamo,PM25,23.4,5
2025-02-12,ATS_Montagna,NO2,20.77,192
2025-02-12,ATS_Montagna,PM10,38.86,7
2025-02-12,ATS_Montagna,PM25,19.33,3
2025-02-13,ATS_Bergamo,NO2,27.37,216
2025-02-13,ATS_Bergamo,PM10,45.25,8
2025-02-13,ATS_Bergamo,PM25,31.2,5
2025-02-13,ATS_Montagna,NO2,24.15,192
2025-02-13,ATS_Montagna,PM10,43.29,7
2025-02-13,ATS_Montagna,PM25,23.67,3
2025-02-14,ATS_Bergamo,NO2,25.66,216
2025-02-14,ATS_Bergamo,PM10,25.12,8
2025-02-14,ATS_Bergamo,PM25,16.6,5
2025-02-14,ATS_Montagna,NO2,24.03,189
2025-02-14,ATS_Montagna,PM10,22.0,7
2025-02-14,ATS_Montagna,PM25,11.67,3
2025-02-15,ATS_Bergamo,NO2,24.22,216
2025-02-15,ATS_Bergamo,PM10,23.25,8
2025-02-15,ATS_Bergamo,PM25,18.8,5
2025-02-15,ATS_Montagna,NO2,27.28,192
2025-02-15,ATS_Montagna,PM10,23.86,7
2025-02-15,ATS_Montagna,PM25,15.0,3
2025-02-16,ATS_Bergamo,NO2,19.67,216
2025-02-16,ATS_Bergamo,PM10,30.0,8
2025-02-16,ATS_Bergamo,PM25,23.6,5
2025-02-16,ATS_Montagna,NO2,20.6,191
2025-02-16,ATS_Montagna,PM10,34.0,7
2025-02-16,ATS_Montagna,PM25,22.0,3
2025-02-17,ATS_Bergamo,NO2,22.03,215
2025-02-17,ATS_Bergamo,PM10,29.12,8
2025-02-17,ATS_Bergamo,PM25,24.6,5
2025-02-17,ATS_Montagna,NO2,19.23,192
2025-02-17,ATS_Montagna,PM10,32.57,7
2025-02-17,ATS_Montagna,PM25,19.0,3
2025-02-18,ATS_Bergamo,NO2,27.41,216
2025-02-18,ATS_Bergamo,PM10,40.75,8
2025-02-18,ATS_Bergamo,PM25,30.4,5
2025-02-18,ATS_Montagna,NO2,24.47,189
2025-02-18,ATS_Montagna,PM10,40.86,7
2025-02-18,ATS_Montagna,PM25,22.0,3
2025-02-19,ATS_Bergamo,NO2,21.24,214
2025-02-19,ATS_Bergamo,PM10,30.38,8
2025-02-19,ATS_Bergamo,PM25,24.0,5
2025-02-19,ATS_Montagna,NO2,20.4,192
2025-02-19,ATS_Montagna,PM10,34.86,7
